,CODDEPTO,DEPARTAMENTO,CODMPIO,MUNICIPIO,AÑO,Kilogramos incautadas
217,25,CUNDINAMARCA,25580,PULÍ,1999,0.0
218,25,CUNDINAMARCA,25645,SAN ANTONIO DEL TEQUENDAMA,1999,0.0
219,25,CUNDINAMARCA,25754,SOACHA,1999,0.0
220,25,CUNDINAMARCA,25799,TENJO,1999,0.0
221,25,CUNDINAMARCA,25823,TOPAIPÍ,1999,0.0
222,25,CUNDINAMARCA,25839,UBALÁ,1999,0.0
223,25,CUNDINAMARCA,25875,VILLETA,1999,0.0
224,25,CUNDINAMARCA,25878,VIOTÁ,1999,0.0
225,25,CUNDINAMARCA,25885,YACOPÍ,1999,0.0
226,25,CUNDINAMARCA,25899,ZIPAQUIRÁ,1999,0.0
227,27,CHOCÓ,27001,QUIBDÓ,1999,10.635
228,27,CHOCÓ,27006,ACANDÍ,1999,0.0
229,27,CHOCÓ,27075,BAHÍA SOLANO ,1999,0.0
230,27,CHOCÓ,27077,BAJO BAUDÓ  ,1999,0.0
231,27,CHOCÓ,27361,ISTMINA,1999,0.0
232,27,CHOCÓ,27495,NUQUÍ,1999,0.0
233,27,CHOCÓ,27787,TADÓ,1999,0.0
234,41,HUILA,41001,NEIVA,1999,8.3
235,41,HUILA,41006,ACEVEDO,1999,0.0
236,41,HUILA,41013,AGRADO,1999,0.0
237,41,HUILA,41026,ALTAMIRA,1999,86.0
238,41,HUILA,41132,CAMPOALEGRE,1999,0.0
239,41,HUILA,41298,GARZÓN,1999,1.0
240,41,HUILA,41306,GIGANTE,1999,1811.0
241,41,HUILA,41319,GUADALUPE,1999,3.0
242,41,HUILA,41396,LA PLATA,1999,0.0
243,41,HUILA,41518,PAICOL,1999,0.0
244,41,HUILA,41551,PITALITO,1999,0.0
245,41,HUILA,41615,RIVERA,1999,0.0
246,44,LA GUAJIRA,44001,RIOHACHA,1999,161.8
247,44,LA GUAJIRA,44090,DIBULLA,1999,0.0
248,44,LA GUAJIRA,44378,HATO NUEVO,1999,0.0
249,44,LA GUAJIRA,44430,MAICAO,1999,0.002
250,44,LA GUAJIRA,44560,MANAURE,1999,0.0
251,44,LA GUAJIRA,44650,SAN JUAN DEL CESAR,1999,0.0
252,44,LA GUAJIRA,44847,URIBIA,1999,479.0
253,47,MAGDALENA,47001,SANTA MARTA ,1999,1503.0
254,47,MAGDALENA,47053,ARACATACA,1999,0.0
255,47,MAGDALENA,47189,CIÉNAGA,1999,18.0
256,47,MAGDALENA,47288,FUNDACIÓN,1999,0.0
257,50,META,50001,VILLAVICENCIO,1999,1.05
258,50,META,50006,ACACÍAS,1999,0.0
259,50,META,50313,GRANADA,1999,0.0
260,50,META,50330,MESETAS,1999,0.0
261,50,META,50350,LA MACARENA,1999,0.0
262,50,META,50450,PUERTO CONCORDIA,1999,0.0
263,50,META,50573,PUERTO LÓPEZ,1999,0.0
264,50,META,50577,PUERTO LLERAS,1999,0.0
265,50,META,50590,PUERTO RICO,1999,0.0
266,50,META,50680,SAN CARLOS DE GUAROA,1999,0.0
