,CODDEPTO,DEPARTAMENTO,CODMPIO,MUNICIPIO,AÑO,Hectáreas asperjadas
3843,19,CAUCA,19693,SAN SEBASTIÁN,2010,0.0
3844,19,CAUCA,19701,SANTA ROSA,2010,0.0
3845,19,CAUCA,19760,SOTARA,2010,0.0
3846,23,CÓRDOBA,23068,AYAPEL,2010,0.0
3847,23,CÓRDOBA,23417,LORICA,2010,0.0
3848,23,CÓRDOBA,23466,MONTELÍBANO,2010,198.72
3849,25,CUNDINAMARCA,25148,CAPARRAPÍ,2010,0.0
3850,25,CUNDINAMARCA,25885,YACOPÍ,2010,0.0
3851,27,CHOCÓ,27745,SIPÍ,2010,0.0
3852,44,LA GUAJIRA,44001,RIOHACHA,2010,0.0
3853,44,LA GUAJIRA,44090,DIBULLA,2010,0.0
3854,47,MAGDALENA,47001,SANTA MARTA,2010,0.0
3855,47,MAGDALENA,47189,CIÉNAGA,2010,0.0
3856,50,META,50001,VILLAVICENCIO,2010,0.0
3857,50,META,50287,FUENTE DE ORO,2010,0.0
3858,50,META,50330,MESETAS,2010,0.0
3859,50,META,50350,LA MACARENA,2010,36.45
3860,50,META,50568,PUERTO GAITÁN,2010,396.8
3861,50,META,50680,SAN CARLOS DE GUAROA,2010,0.0
3862,52,NARIÑO,52001,PASTO,2010,0.0
3863,52,NARIÑO,52079,BARBACOAS,2010,4376.26
3864,52,NARIÑO,52250,EL CHARCO,2010,3230.66
3865,52,NARIÑO,52256,EL ROSARIO,2010,0.0
3866,52,NARIÑO,52356,IPIALES,2010,221.87
3867,52,NARIÑO,52390,LA TOLA,2010,286.11
3868,52,NARIÑO,52405,LEIVA,2010,0.0
3869,52,NARIÑO,52427,MAGÜÍ,2010,2393.1
3870,52,NARIÑO,52490,OLAYA HERRERA,2010,2343.02
3871,52,NARIÑO,52520,FRANCISCO PIZARRO,2010,580.19
3872,52,NARIÑO,52612,RICAURTE,2010,0.0
3873,52,NARIÑO,52621,ROBERTO PAYÁN,2010,5098.92
3874,52,NARIÑO,52835,SAN ANDRÉS DE TUMACO,2010,2959.07
3875,54,NORTE DE SANTANDER,54003,ÁBREGO,2010,0.0
3876,54,NORTE DE SANTANDER,54250,EL TARRA,2010,0.0
3877,54,NORTE DE SANTANDER,54261,EL ZULIA,2010,0.0
3878,54,NORTE DE SANTANDER,54344,HACARÍ,2010,0.0
3879,54,NORTE DE SANTANDER,54670,SAN CALIXTO,2010,0.0
3880,54,NORTE DE SANTANDER,54720,SARDINATA,2010,0.0
3881,54,NORTE DE SANTANDER,54800,TEORAMA,2010,0.0
3882,54,NORTE DE SANTANDER,54810,TIBÚ,2010,13.15
3883,68,SANTANDER,68081,BARRANCABERMEJA,2010,0.0
3884,68,SANTANDER,68092,BETULIA,2010,0.0
3885,68,SANTANDER,68101,BOLÍVAR,2010,116.67
3886,68,SANTANDER,68190,CIMITARRA,2010,23.38
3887,68,SANTANDER,68250,EL PEÑÓN,2010,0.0
3888,68,SANTANDER,68271,FLORIÁN,2010,0.0
3889,68,SANTANDER,68385,LANDÁZURI,2010,0.0
3890,68,SANTANDER,68773,SUCRE,2010,0.0
3891,76,VALLE DEL CAUCA,76563,PRADERA,2010,0.0
3892,81,ARAUCA,81065,ARAUQUITA,2010,0.0
3893,81,ARAUCA,81300,FORTUL,2010,0.0
3894,81,ARAUCA,81591,PUERTO RONDÓN,2010,0.0
3895,81,ARAUCA,81736,SARAVENA,2010,0.0
3896,81,ARAUCA,81794,TAME,2010,0.0
3897,86,PUTUMAYO,86001,MOCOA,2010,65.81
3898,86,PUTUMAYO,86320,ORITO,2010,2702.14
3899,86,PUTUMAYO,86568,PUERTO ASÍS,2010,1369.6
3900,86,PUTUMAYO,86757,SAN MIGUEL,2010,0.0
3901,86,PUTUMAYO,86865,VALLE DEL GUAMUEZ,2010,451.28
3902,5,ANTIOQUIA,5031,AMALFI,2010,144.28
3903,5,ANTIOQUIA,5045,APARTADÓ,2010,0.0
3904,5,ANTIOQUIA,5107,BRICEÑO,2010,0.0
3905,5,ANTIOQUIA,5604,REMEDIOS,2010,90.82
3906,5,ANTIOQUIA,5649,SAN CARLOS,2010,0.0
3907,5,ANTIOQUIA,5670,SAN ROQUE,2010,0.0
3908,13,BOLÍVAR,13006,ACHÍ,2010,228.56
3909,13,BOLÍVAR,13458,MONTECRISTO,2010,965.59
3910,13,BOLÍVAR,13654,SAN JACINTO,2010,0.0
3911,13,BOLÍVAR,13810,TIQUISIO,2010,79.35
3912,15,BOYACÁ,15442,MARIPÍ,2010,0.0
3913,17,CALDAS,17495,NORCASIA,2010,0.0
3914,17,CALDAS,17541,PENSILVANIA,2010,0.0
3915,18,CAQUETÁ,18479,MORELIA,2010,0.0
3916,19,CAUCA,19318,GUAPÍ,2010,3810.27
3917,19,CAUCA,19418,LÓPEZ DE MICAY,2010,4164.14
3918,19,CAUCA,19473,MORALES,2010,0.0
3919,19,CAUCA,19622,ROSAS,2010,0.0
3920,19,CAUCA,19809,TIMBIQUÍ,2010,5745.06
3921,23,CÓRDOBA,23574,PUERTO ESCONDIDO,2010,0.0
3922,23,CÓRDOBA,23807,TIERRALTA,2010,75.3
3923,27,CHOCÓ,27025,ALTO BAUDÓ,2010,0.0
3924,27,CHOCÓ,27077,BAJO BAUDÓ,2010,0.0
3925,27,CHOCÓ,27135,EL CANTÓN DEL SAN PABLO,2010,0.0
3926,27,CHOCÓ,27361,ISTMINA,2010,0.0
3927,27,CHOCÓ,27430,MEDIO BAUDÓ,2010,0.0
3928,27,CHOCÓ,27491,NÓVITA,2010,0.0
3929,27,CHOCÓ,27600,RÍO QUITO,2010,0.0
3930,50,META,50683,SAN JUAN DE ARAMA,2010,0.53
3931,52,NARIÑO,52083,BELÉN,2010,0.0
3932,52,NARIÑO,52110,BUESACO,2010,0.0
3933,52,NARIÑO,52227,CUMBAL,2010,0.0
3934,52,NARIÑO,52233,CUMBITARA,2010,448.07
3935,52,NARIÑO,52260,EL TAMBO,2010,0.0
3936,52,NARIÑO,52385,LA LLANADA,2010,262.13
3937,52,NARIÑO,52418,LOS ANDES,2010,0.0
3938,52,NARIÑO,52473,MOSQUERA,2010,469.2
3939,52,NARIÑO,52540,POLICARPA,2010,321.77
3940,52,NARIÑO,52678,SAMANIEGO,2010,227.86
3941,52,NARIÑO,52694,SAN PEDRO DE CARTAGO,2010,0.0
3942,52,NARIÑO,52696,SANTA BÁRBARA,2010,2722.21
3943,52,NARIÑO,52786,TAMINANGO,2010,0.0
3944,54,NORTE DE SANTANDER,54128,CÁCHIRA,2010,78.19
3945,54,NORTE DE SANTANDER,54385,LA ESPERANZA,2010,57.16
3946,68,SANTANDER,68255,EL PLAYÓN,2010,6.18
3947,68,SANTANDER,68377,LA BELLEZA,2010,0.0
3948,68,SANTANDER,68573,PUERTO PARRA,2010,2.49
3949,68,SANTANDER,68745,SIMACOTA,2010,4.31
3950,76,VALLE DEL CAUCA,76109,BUENAVENTURA,2010,0.0
3951,5,ANTIOQUIA,5038,ANGOSTURA,2010,0.0
3952,5,ANTIOQUIA,5125,CAICEDO,2010,0.0
3953,5,ANTIOQUIA,5134,CAMPAMENTO,2010,0.0
3954,5,ANTIOQUIA,5172,CHIGORODÓ,2010,0.0
3955,5,ANTIOQUIA,5475,MURINDÓ,2010,0.0
3956,5,ANTIOQUIA,5480,MUTATÁ,2010,0.0
3957,5,ANTIOQUIA,5665,SAN PEDRO DE URABÁ,2010,0.0
3958,5,ANTIOQUIA,5837,TURBO,2010,0.0
3959,5,ANTIOQUIA,5858,VEGACHÍ,2010,0.0
3960,5,ANTIOQUIA,5873,VIGÍA DEL FUERTE,2010,0.0
3961,5,ANTIOQUIA,5885,YALÍ,2010,0.0
3962,5,ANTIOQUIA,5887,YARUMAL,2010,0.0
3963,13,BOLÍVAR,13490,NOROSÍ,2010,0.0
3964,19,CAUCA,19392,LA SIERRA,2010,0.0
3965,23,CÓRDOBA,23001,MONTERÍA,2010,0.0
3966,23,CÓRDOBA,23555,PLANETA RICA,2010,0.0
3967,23,CÓRDOBA,23682,SAN JOSÉ DE URÉ,2010,0.0
3968,23,CÓRDOBA,23855,VALENCIA,2010,0.0
3969,25,CUNDINAMARCA,25839,UBALÁ,2010,0.0
3970,27,CHOCÓ,27001,QUIBDÓ,2010,0.0
3971,27,CHOCÓ,27006,ACANDÍ,2010,0.0
3972,27,CHOCÓ,27099,BOJAYÁ,2010,0.0
3973,27,CHOCÓ,27150,CARMEN DEL DARIÉN,2010,0.0
3974,27,CHOCÓ,27160,CÉRTEGUI,2010,0.0
3975,27,CHOCÓ,27205,CONDOTO,2010,0.0
3976,27,CHOCÓ,27250,EL LITORAL DEL SAN JUAN,2010,0.0
3977,27,CHOCÓ,27425,MEDIO ATRATO,2010,0.0
3978,27,CHOCÓ,27450,MEDIO SAN JUAN,2010,0.0
3979,27,CHOCÓ,27580,RÍO IRÓ,2010,0.0
3980,27,CHOCÓ,27615,RIOSUCIO,2010,0.0
3981,27,CHOCÓ,27660,SAN JOSÉ DEL PALMAR,2010,0.0
3982,27,CHOCÓ,27787,TADÓ,2010,0.0
3983,27,CHOCÓ,27800,UNGUÍA,2010,0.0
3984,27,CHOCÓ,27810,UNIÓN PANAMERICANA,2010,0.0
3985,52,NARIÑO,52207,CONSACÁ,2010,0.0
3986,52,NARIÑO,52254,EL PEÑOL,2010,0.0
3987,52,NARIÑO,52411,LINARES,2010,0.0
3988,52,NARIÑO,52683,SANDONÁ,2010,0.0
3989,76,VALLE DEL CAUCA,76100,BOLÍVAR,2010,0.0
3990,76,VALLE DEL CAUCA,76126,CALIMA,2010,0.0
3991,76,VALLE DEL CAUCA,76233,DAGUA,2010,0.0
3992,76,VALLE DEL CAUCA,76250,EL DOVIO,2010,0.0
3993,76,VALLE DEL CAUCA,76890,YOTOCO,2010,0.0
3994,86,PUTUMAYO,86755,SAN FRANCISCO,2010,0.0
3995,5,ANTIOQUIA,5120,CÁCERES,2011,1889.08
3996,5,ANTIOQUIA,5361,ITUANGO,2011,64.61
3997,5,ANTIOQUIA,5652,SAN FRANCISCO,2011,0.0
3998,5,ANTIOQUIA,5790,TARAZÁ,2011,2301.82
3999,5,ANTIOQUIA,5854,VALDIVIA,2011,332.19
4000,18,CAQUETÁ,18029,ALBANIA,2011,65.81
4001,18,CAQUETÁ,18094,BELÉN DE LOS ANDAQUÍES,2011,356.17
4002,18,CAQUETÁ,18150,CARTAGENA DEL CHAIRÁ,2011,2539.91
4003,18,CAQUETÁ,18205,CURILLO,2011,347.38
4004,18,CAQUETÁ,18247,EL DONCELLO,2011,247.43
4005,18,CAQUETÁ,18256,EL PAUJÍL,2011,216.97
4006,18,CAQUETÁ,18410,LA MONTAÑITA,2011,1001.0
4007,18,CAQUETÁ,18460,MILÁN,2011,1475.05
4008,18,CAQUETÁ,18592,PUERTO RICO,2011,1498.12
4009,18,CAQUETÁ,18610,SAN JOSÉ DEL FRAGUA,2011,1922.82
4010,18,CAQUETÁ,18756,SOLANO,2011,1123.91
4011,18,CAQUETÁ,18785,SOLITA,2011,430.2
4012,18,CAQUETÁ,18860,VALPARAÍSO,2011,431.29
4013,19,CAUCA,19533,PIAMONTE,2011,1299.22
4014,23,CÓRDOBA,23580,PUERTO LIBERTADOR,2011,1484.24
4015,50,META,50325,MAPIRIPÁN,2011,1209.79
4016,50,META,50450,PUERTO CONCORDIA,2011,103.86
4017,50,META,50577,PUERTO LLERAS,2011,15.13
4018,50,META,50590,PUERTO RICO,2011,1009.69
4019,50,META,50689,SAN MARTÍN,2011,0.0
4020,50,META,50711,VISTAHERMOSA,2011,47.36
4021,86,PUTUMAYO,86569,PUERTO CAICEDO,2011,2143.78
4022,86,PUTUMAYO,86571,PUERTO GUZMÁN,2011,2189.66
4023,86,PUTUMAYO,86573,PUERTO LEGUÍZAMO,2011,803.93
4024,86,PUTUMAYO,86885,VILLAGARZÓN,2011,282.16
4025,95,GUAVIARE,95001,SAN JOSÉ DEL GUAVIARE,2011,3347.4
4026,95,GUAVIARE,95015,CALAMAR,2011,1538.11
4027,95,GUAVIARE,95025,EL RETORNO,2011,1593.56
4028,95,GUAVIARE,95200,MIRAFLORES,2011,2438.18
4029,97,VAUPÉS,97161,CARURÚ,2011,0.0
4030,99,VICHADA,99524,LA PRIMAVERA,2011,0.0
4031,99,VICHADA,99773,CUMARIBO,2011,1014.09
4032,5,ANTIOQUIA,5001,MEDELLÍN,2011,0.0
4033,5,ANTIOQUIA,5040,ANORÍ,2011,1015.49
4034,5,ANTIOQUIA,5055,ARGELIA,2011,0.0
4035,5,ANTIOQUIA,5142,CARACOLÍ,2011,0.0
4036,5,ANTIOQUIA,5154,CAUCASIA,2011,0.0
4037,5,ANTIOQUIA,5209,CONCORDIA,2011,0.0
4038,5,ANTIOQUIA,5250,EL BAGRE,2011,1753.66
4039,5,ANTIOQUIA,5483,NARIÑO,2011,0.0
4040,5,ANTIOQUIA,5495,NECHÍ,2011,848.51
4041,5,ANTIOQUIA,5585,PUERTO NARE,2011,0.0
4042,5,ANTIOQUIA,5591,PUERTO TRIUNFO,2011,0.0
4043,5,ANTIOQUIA,5660,SAN LUIS,2011,0.0
4044,5,ANTIOQUIA,5736,SEGOVIA,2011,326.87
4045,5,ANTIOQUIA,5756,SONSÓN,2011,0.0
4046,5,ANTIOQUIA,5789,TÁMESIS,2011,0.0
4047,5,ANTIOQUIA,5893,YONDÓ,2011,176.9
4048,5,ANTIOQUIA,5895,ZARAGOZA,2011,539.91
4049,13,BOLÍVAR,13030,ALTOS DEL ROSARIO,2011,34.0
4050,13,BOLÍVAR,13042,ARENAL,2011,56.18
4051,13,BOLÍVAR,13074,BARRANCO DE LOBA,2011,7.02
4052,13,BOLÍVAR,13160,CANTAGALLO,2011,371.55
4053,13,BOLÍVAR,13268,EL PEÑÓN,2011,0.0
4054,13,BOLÍVAR,13442,MARÍA LA BAJA,2011,0.0
4055,13,BOLÍVAR,13473,MORALES,2011,135.68
4056,13,BOLÍVAR,13600,RÍO VIEJO,2011,181.9
4057,13,BOLÍVAR,13655,SAN JACINTO DEL CAUCA,2011,379.34
4058,13,BOLÍVAR,13667,SAN MARTÍN DE LOBA,2011,9.29
4059,13,BOLÍVAR,13670,SAN PABLO,2011,66.42
4060,13,BOLÍVAR,13683,SANTA ROSA,2011,0.0
4061,13,BOLÍVAR,13688,SANTA ROSA DEL SUR,2011,502.87
4062,13,BOLÍVAR,13744,SIMITÍ,2011,388.41
4063,15,BOYACÁ,15480,MUZO,2011,0.0
4064,15,BOYACÁ,15507,OTANCHE,2011,0.0
4065,15,BOYACÁ,15531,PAUNA,2011,0.0
4066,15,BOYACÁ,15572,PUERTO BOYACÁ,2011,0.0
4067,17,CALDAS,17662,SAMANÁ,2011,0.0
4068,17,CALDAS,17867,VICTORIA,2011,0.0
4069,18,CAQUETÁ,18001,FLORENCIA,2011,134.42
4070,18,CAQUETÁ,18753,SAN VICENTE DEL CAGUÁN,2011,1097.24
4071,19,CAUCA,19050,ARGELIA,2011,0.0
4072,19,CAUCA,19075,BALBOA,2011,75.97
4073,19,CAUCA,19100,BOLÍVAR,2011,17.18
4074,19,CAUCA,19256,EL TAMBO,2011,135.66
4075,19,CAUCA,19397,LA VEGA,2011,0.0
4076,19,CAUCA,19450,MERCADERES,2011,91.72
4077,19,CAUCA,19532,PATÍA,2011,86.52
4078,19,CAUCA,19693,SAN SEBASTIÁN,2011,0.0
4079,19,CAUCA,19701,SANTA ROSA,2011,0.0
4080,19,CAUCA,19760,SOTARA,2011,0.0
4081,23,CÓRDOBA,23068,AYAPEL,2011,0.0
4082,23,CÓRDOBA,23417,LORICA,2011,0.0
4083,23,CÓRDOBA,23466,MONTELÍBANO,2011,1046.8
4084,25,CUNDINAMARCA,25148,CAPARRAPÍ,2011,0.0
4085,25,CUNDINAMARCA,25885,YACOPÍ,2011,0.0
4086,27,CHOCÓ,27745,SIPÍ,2011,0.0
4087,44,LA GUAJIRA,44001,RIOHACHA,2011,0.0
4088,44,LA GUAJIRA,44090,DIBULLA,2011,0.0
4089,47,MAGDALENA,47001,SANTA MARTA,2011,0.0
4090,47,MAGDALENA,47189,CIÉNAGA,2011,0.0
4091,50,META,50001,VILLAVICENCIO,2011,0.0
4092,50,META,50287,FUENTE DE ORO,2011,0.0
4093,50,META,50330,MESETAS,2011,0.0
4094,50,META,50350,LA MACARENA,2011,75.27
4095,50,META,50568,PUERTO GAITÁN,2011,84.19
4096,50,META,50680,SAN CARLOS DE GUAROA,2011,0.0
4097,52,NARIÑO,52001,PASTO,2011,0.0
4098,52,NARIÑO,52079,BARBACOAS,2011,6689.22
4099,52,NARIÑO,52250,EL CHARCO,2011,2726.82
4100,52,NARIÑO,52256,EL ROSARIO,2011,209.89
4101,52,NARIÑO,52356,IPIALES,2011,84.96
4102,52,NARIÑO,52390,LA TOLA,2011,195.71
4103,52,NARIÑO,52405,LEIVA,2011,52.92
4104,52,NARIÑO,52427,MAGÜÍ,2011,7899.53
4105,52,NARIÑO,52490,OLAYA HERRERA,2011,966.45
4106,52,NARIÑO,52520,FRANCISCO PIZARRO,2011,417.2
4107,52,NARIÑO,52612,RICAURTE,2011,0.0
4108,52,NARIÑO,52621,ROBERTO PAYÁN,2011,8703.75
4109,52,NARIÑO,52835,SAN ANDRÉS DE TUMACO,2011,5921.33
4110,54,NORTE DE SANTANDER,54003,ÁBREGO,2011,0.0
4111,54,NORTE DE SANTANDER,54250,EL TARRA,2011,0.0
4112,54,NORTE DE SANTANDER,54261,EL ZULIA,2011,0.0
4113,54,NORTE DE SANTANDER,54344,HACARÍ,2011,0.0
4114,54,NORTE DE SANTANDER,54670,SAN CALIXTO,2011,0.0
4115,54,NORTE DE SANTANDER,54720,SARDINATA,2011,0.0
4116,54,NORTE DE SANTANDER,54800,TEORAMA,2011,0.0
4117,54,NORTE DE SANTANDER,54810,TIBÚ,2011,0.0
4118,68,SANTANDER,68081,BARRANCABERMEJA,2011,0.0
4119,68,SANTANDER,68092,BETULIA,2011,0.0
4120,68,SANTANDER,68101,BOLÍVAR,2011,0.0
4121,68,SANTANDER,68190,CIMITARRA,2011,86.38
4122,68,SANTANDER,68250,EL PEÑÓN,2011,0.0
4123,68,SANTANDER,68271,FLORIÁN,2011,0.0
4124,68,SANTANDER,68385,LANDÁZURI,2011,0.0
4125,68,SANTANDER,68773,SUCRE,2011,5.24
4126,76,VALLE DEL CAUCA,76563,PRADERA,2011,0.0
4127,81,ARAUCA,81065,ARAUQUITA,2011,0.0
4128,81,ARAUCA,81300,FORTUL,2011,0.0
4129,81,ARAUCA,81591,PUERTO RONDÓN,2011,0.0
4130,81,ARAUCA,81736,SARAVENA,2011,0.0
4131,81,ARAUCA,81794,TAME,2011,0.0
4132,86,PUTUMAYO,86001,MOCOA,2011,0.0
4133,86,PUTUMAYO,86320,ORITO,2011,903.79
4134,86,PUTUMAYO,86568,PUERTO ASÍS,2011,1165.43
4135,86,PUTUMAYO,86757,SAN MIGUEL,2011,0.0
4136,86,PUTUMAYO,86865,VALLE DEL GUAMUEZ,2011,1991.45
4137,5,ANTIOQUIA,5031,AMALFI,2011,233.28
4138,5,ANTIOQUIA,5045,APARTADÓ,2011,31.69
4139,5,ANTIOQUIA,5107,BRICEÑO,2011,186.07
4140,5,ANTIOQUIA,5604,REMEDIOS,2011,146.7
4141,5,ANTIOQUIA,5649,SAN CARLOS,2011,0.0
4142,5,ANTIOQUIA,5670,SAN ROQUE,2011,0.0
4143,13,BOLÍVAR,13006,ACHÍ,2011,226.37
4144,13,BOLÍVAR,13458,MONTECRISTO,2011,1044.08
4145,13,BOLÍVAR,13654,SAN JACINTO,2011,0.0
4146,13,BOLÍVAR,13810,TIQUISIO,2011,160.7
4147,15,BOYACÁ,15442,MARIPÍ,2011,0.0
4148,17,CALDAS,17495,NORCASIA,2011,0.0
4149,17,CALDAS,17541,PENSILVANIA,2011,0.0
4150,18,CAQUETÁ,18479,MORELIA,2011,0.0
4151,19,CAUCA,19318,GUAPÍ,2011,3504.17
4152,19,CAUCA,19418,LÓPEZ DE MICAY,2011,922.19
4153,19,CAUCA,19473,MORALES,2011,8.45
4154,19,CAUCA,19622,ROSAS,2011,51.15
4155,19,CAUCA,19809,TIMBIQUÍ,2011,5641.51
4156,23,CÓRDOBA,23574,PUERTO ESCONDIDO,2011,0.0
4157,23,CÓRDOBA,23807,TIERRALTA,2011,596.93
4158,27,CHOCÓ,27025,ALTO BAUDÓ,2011,483.58
4159,27,CHOCÓ,27077,BAJO BAUDÓ,2011,257.74
4160,27,CHOCÓ,27135,EL CANTÓN DEL SAN PABLO,2011,135.1
4161,27,CHOCÓ,27361,ISTMINA,2011,2122.1
4162,27,CHOCÓ,27430,MEDIO BAUDÓ,2011,164.31
4163,27,CHOCÓ,27491,NÓVITA,2011,965.72
4164,27,CHOCÓ,27600,RÍO QUITO,2011,158.77
4165,50,META,50683,SAN JUAN DE ARAMA,2011,0.0
4166,52,NARIÑO,52083,BELÉN,2011,0.0
4167,52,NARIÑO,52110,BUESACO,2011,0.0
4168,52,NARIÑO,52227,CUMBAL,2011,0.0
4169,52,NARIÑO,52233,CUMBITARA,2011,0.0
4170,52,NARIÑO,52260,EL TAMBO,2011,0.0
4171,52,NARIÑO,52385,LA LLANADA,2011,0.0
4172,52,NARIÑO,52418,LOS ANDES,2011,0.0
4173,52,NARIÑO,52473,MOSQUERA,2011,31.74
4174,52,NARIÑO,52540,POLICARPA,2011,0.0
4175,52,NARIÑO,52678,SAMANIEGO,2011,0.0
4176,52,NARIÑO,52694,SAN PEDRO DE CARTAGO,2011,0.0
4177,52,NARIÑO,52696,SANTA BÁRBARA,2011,1088.47
4178,52,NARIÑO,52786,TAMINANGO,2011,0.0
4179,54,NORTE DE SANTANDER,54128,CÁCHIRA,2011,0.0
4180,54,NORTE DE SANTANDER,54385,LA ESPERANZA,2011,0.0
4181,68,SANTANDER,68255,EL PLAYÓN,2011,0.0
4182,68,SANTANDER,68377,LA BELLEZA,2011,0.0
4183,68,SANTANDER,68573,PUERTO PARRA,2011,0.0
4184,68,SANTANDER,68745,SIMACOTA,2011,0.0
4185,76,VALLE DEL CAUCA,76109,BUENAVENTURA,2011,718.69
4186,5,ANTIOQUIA,5038,ANGOSTURA,2011,0.0
4187,5,ANTIOQUIA,5125,CAICEDO,2011,0.0
4188,5,ANTIOQUIA,5134,CAMPAMENTO,2011,0.0
4189,5,ANTIOQUIA,5172,CHIGORODÓ,2011,0.0
4190,5,ANTIOQUIA,5475,MURINDÓ,2011,0.0
4191,5,ANTIOQUIA,5480,MUTATÁ,2011,0.0
4192,5,ANTIOQUIA,5665,SAN PEDRO DE URABÁ,2011,0.0
4193,5,ANTIOQUIA,5837,TURBO,2011,0.0
4194,5,ANTIOQUIA,5858,VEGACHÍ,2011,0.0
4195,5,ANTIOQUIA,5873,VIGÍA DEL FUERTE,2011,0.0
4196,5,ANTIOQUIA,5885,YALÍ,2011,0.0
4197,5,ANTIOQUIA,5887,YARUMAL,2011,0.0
4198,13,BOLÍVAR,13490,NOROSÍ,2011,0.0
4199,19,CAUCA,19392,LA SIERRA,2011,0.0
4200,23,CÓRDOBA,23001,MONTERÍA,2011,0.0
4201,23,CÓRDOBA,23555,PLANETA RICA,2011,0.0
4202,23,CÓRDOBA,23682,SAN JOSÉ DE URÉ,2011,0.0
4203,23,CÓRDOBA,23855,VALENCIA,2011,0.0
4204,25,CUNDINAMARCA,25839,UBALÁ,2011,0.0
4205,27,CHOCÓ,27001,QUIBDÓ,2011,0.0
4206,27,CHOCÓ,27006,ACANDÍ,2011,0.0
4207,27,CHOCÓ,27099,BOJAYÁ,2011,0.0
4208,27,CHOCÓ,27150,CARMEN DEL DARIÉN,2011,0.0
4209,27,CHOCÓ,27160,CÉRTEGUI,2011,0.0
4210,27,CHOCÓ,27205,CONDOTO,2011,0.0
4211,27,CHOCÓ,27250,EL LITORAL DEL SAN JUAN,2011,0.0
4212,27,CHOCÓ,27425,MEDIO ATRATO,2011,0.0
4213,27,CHOCÓ,27450,MEDIO SAN JUAN,2011,0.0
4214,27,CHOCÓ,27580,RÍO IRÓ,2011,0.0
4215,27,CHOCÓ,27615,RIOSUCIO,2011,0.0
4216,27,CHOCÓ,27660,SAN JOSÉ DEL PALMAR,2011,0.0
4217,27,CHOCÓ,27787,TADÓ,2011,0.0
4218,27,CHOCÓ,27800,UNGUÍA,2011,0.0
4219,27,CHOCÓ,27810,UNIÓN PANAMERICANA,2011,0.0
4220,52,NARIÑO,52207,CONSACÁ,2011,0.0
4221,52,NARIÑO,52254,EL PEÑOL,2011,0.0
4222,52,NARIÑO,52411,LINARES,2011,0.0
4223,52,NARIÑO,52683,SANDONÁ,2011,0.0
4224,76,VALLE DEL CAUCA,76100,BOLÍVAR,2011,0.0
4225,76,VALLE DEL CAUCA,76126,CALIMA,2011,0.0
4226,76,VALLE DEL CAUCA,76233,DAGUA,2011,0.0
4227,76,VALLE DEL CAUCA,76250,EL DOVIO,2011,0.0
4228,76,VALLE DEL CAUCA,76890,YOTOCO,2011,0.0
4229,86,PUTUMAYO,86755,SAN FRANCISCO,2011,0.0
4230,5,ANTIOQUIA,5120,CÁCERES,2012,1478.14
4231,5,ANTIOQUIA,5361,ITUANGO,2012,162.64
4232,5,ANTIOQUIA,5652,SAN FRANCISCO,2012,0.0
4233,5,ANTIOQUIA,5790,TARAZÁ,2012,1876.47
4234,5,ANTIOQUIA,5854,VALDIVIA,2012,373.44
4235,18,CAQUETÁ,18029,ALBANIA,2012,41.71
4236,18,CAQUETÁ,18094,BELÉN DE LOS ANDAQUÍES,2012,453.91
4237,18,CAQUETÁ,18150,CARTAGENA DEL CHAIRÁ,2012,397.57
4238,18,CAQUETÁ,18205,CURILLO,2012,315.48
4239,18,CAQUETÁ,18247,EL DONCELLO,2012,160.56
4240,18,CAQUETÁ,18256,EL PAUJÍL,2012,335.07
4241,18,CAQUETÁ,18410,LA MONTAÑITA,2012,924.34
4242,18,CAQUETÁ,18460,MILÁN,2012,482.55
4243,18,CAQUETÁ,18592,PUERTO RICO,2012,463.66
4244,18,CAQUETÁ,18610,SAN JOSÉ DEL FRAGUA,2012,264.16
4245,18,CAQUETÁ,18756,SOLANO,2012,1114.87
4246,18,CAQUETÁ,18785,SOLITA,2012,275.08
4247,18,CAQUETÁ,18860,VALPARAÍSO,2012,220.79
4248,19,CAUCA,19533,PIAMONTE,2012,785.49
4249,23,CÓRDOBA,23580,PUERTO LIBERTADOR,2012,524.31
4250,50,META,50325,MAPIRIPÁN,2012,2331.14
4251,50,META,50450,PUERTO CONCORDIA,2012,187.89
4252,50,META,50577,PUERTO LLERAS,2012,63.45
4253,50,META,50590,PUERTO RICO,2012,101.38
4254,50,META,50689,SAN MARTÍN,2012,34.17
4255,50,META,50711,VISTAHERMOSA,2012,0.0
4256,86,PUTUMAYO,86569,PUERTO CAICEDO,2012,1040.62
4257,86,PUTUMAYO,86571,PUERTO GUZMÁN,2012,2000.81
4258,86,PUTUMAYO,86573,PUERTO LEGUÍZAMO,2012,168.55
4259,86,PUTUMAYO,86885,VILLAGARZÓN,2012,360.06
4260,95,GUAVIARE,95001,SAN JOSÉ DEL GUAVIARE,2012,2766.32
4261,95,GUAVIARE,95015,CALAMAR,2012,1528.9
4262,95,GUAVIARE,95025,EL RETORNO,2012,1876.78
4263,95,GUAVIARE,95200,MIRAFLORES,2012,4916.29
4264,97,VAUPÉS,97161,CARURÚ,2012,0.0
4265,99,VICHADA,99524,LA PRIMAVERA,2012,0.0
4266,99,VICHADA,99773,CUMARIBO,2012,51.07
4267,5,ANTIOQUIA,5001,MEDELLÍN,2012,0.0
4268,5,ANTIOQUIA,5040,ANORÍ,2012,732.44
