,CODDEPTO,DEPARTAMENTO,CODMPIO,MUNICIPIO,Categoría,AÑO,Hectáreas erradicadas
11348,17,CALDAS,17867,VICTORIA,Territorio sin intervenir en los últimos 5 años,2019,0.0
11349,18,CAQUETÁ,18029,ALBANIA,Territorio con erradicacion intermitente,2019,0.0
11350,18,CAQUETÁ,18205,CURILLO,Territorio con erradicacion intermitente,2019,15.9591
11351,18,CAQUETÁ,18247,EL DONCELLO,Territorio con erradicacion intermitente,2019,21.9335
11352,18,CAQUETÁ,18256,EL PAUJÍL,Territorio con erradicacion intermitente,2019,286.928
11353,18,CAQUETÁ,18756,SOLANO,Territorio con erradicacion intermitente,2019,40.6706
11354,18,CAQUETÁ,18860,VALPARAÍSO,Territorio con erradicacion intermitente,2019,0.0
11355,19,CAUCA,19001,POPAYÁN,Territorio sin intervenir en los últimos 5 años,2019,0.0
11356,19,CAUCA,19022,ALMAGUER,Territorio con erradicacion intermitente,2019,0.76
11357,19,CAUCA,19110,BUENOS AIRES,Territorio con erradicacion intermitente,2019,0.0
11358,19,CAUCA,19130,CAJIBÍO,Territorio con erradicacion intermitente,2019,71.427
11359,19,CAUCA,19137,CALDONO,Territorio con erradicacion intermitente,2019,18.3807
11360,19,CAUCA,19290,FLORENCIA,Territorio con erradicacion intermitente,2019,0.0
11361,19,CAUCA,19318,GUAPÍ,Territorio con erradicacion intermitente,2019,0.0
11362,19,CAUCA,19392,LA SIERRA,Territorio sin intervenir en los últimos 5 años,2019,0.0
11363,19,CAUCA,19418,LÓPEZ DE MICAY,Territorio con erradicacion intermitente,2019,45.9306
11364,19,CAUCA,19473,MORALES,Territorio con erradicacion intermitente,2019,145.953
11365,19,CAUCA,19513,PADILLA,Territorio sin intervenir en los últimos 5 años,2019,0.0
11366,19,CAUCA,19548,PIENDAMÓ,Territorio con erradicacion intermitente,2019,6.4708
11367,19,CAUCA,19622,ROSAS,Territorio con erradicacion intermitente,2019,44.3528
11368,19,CAUCA,19693,SAN SEBASTIÁN,Territorio con erradicacion intermitente,2019,0.0
11369,19,CAUCA,19701,SANTA ROSA,Territorio con erradicacion intermitente,2019,5.219
11370,19,CAUCA,19743,SILVIA,Territorio sin intervenir en los últimos 5 años,2019,0.0
11371,19,CAUCA,19785,SUCRE,Territorio con erradicacion intermitente,2019,1.2191
11372,19,CAUCA,19807,TIMBÍO,Territorio con erradicacion intermitente,2019,0.0
11373,19,CAUCA,19809,TIMBIQUÍ,Territorio sin intervenir en los últimos 5 años,2019,0.0
11374,20,CESAR,20001,VALLEDUPAR,Territorio con erradicacion intermitente,2019,1.7801
11375,20,CESAR,20013,AGUSTÍN CODAZZI,Territorio con erradicacion intermitente,2019,3.4998
11376,20,CESAR,20238,EL COPEY,Territorio sin intervenir en los últimos 5 años,2019,0.0
11377,20,CESAR,20383,LA GLORIA,Territorio sin intervenir en los últimos 5 años,2019,0.0
11378,20,CESAR,20517,PAILITAS,Territorio sin intervenir en los últimos 5 años,2019,0.0
11379,20,CESAR,20614,RÍO DE ORO,Territorio con erradicacion intermitente,2019,0.0
11380,20,CESAR,20621,LA PAZ,Territorio con erradicacion intermitente,2019,5.4999
11381,20,CESAR,20710,SAN ALBERTO,Territorio con erradicacion intermitente,2019,0.0
11382,20,CESAR,20750,SAN DIEGO,Territorio sin intervenir en los últimos 5 años,2019,0.0
11383,20,CESAR,20770,SAN MARTÍN,Territorio con erradicacion intermitente,2019,6.76
11384,23,CÓRDOBA,23855,VALENCIA,Territorio con erradicacion intermitente,2019,0.0
11385,25,CUNDINAMARCA,25148,CAPARRAPÍ,Territorio sin intervenir en los últimos 5 años,2019,0.0
11386,25,CUNDINAMARCA,25258,EL PEÑÓN,Territorio sin intervenir en los últimos 5 años,2019,0.0
11387,25,CUNDINAMARCA,25394,LA PALMA,Territorio sin intervenir en los últimos 5 años,2019,0.0
11388,25,CUNDINAMARCA,25438,MEDINA,Territorio sin intervenir en los últimos 5 años,2019,0.0
11389,25,CUNDINAMARCA,25513,PACHO,Territorio sin intervenir en los últimos 5 años,2019,0.0
11390,25,CUNDINAMARCA,25518,PAIME,Territorio sin intervenir en los últimos 5 años,2019,0.0
11391,25,CUNDINAMARCA,25530,PARATEBUENO,Territorio sin intervenir en los últimos 5 años,2019,0.0
11392,25,CUNDINAMARCA,25572,PUERTO SALGAR,Territorio sin intervenir en los últimos 5 años,2019,0.0
11393,25,CUNDINAMARCA,25862,VERGARA,Territorio sin intervenir en los últimos 5 años,2019,0.0
11394,25,CUNDINAMARCA,25867,VIANÍ,Territorio sin intervenir en los últimos 5 años,2019,0.0
11395,25,CUNDINAMARCA,25871,VILLAGÓMEZ,Territorio sin intervenir en los últimos 5 años,2019,0.0
11396,25,CUNDINAMARCA,25885,YACOPÍ,Territorio sin intervenir en los últimos 5 años,2019,0.0
11397,27,CHOCÓ,27001,QUIBDÓ,Territorio sin intervenir en los últimos 5 años,2019,0.0
11398,27,CHOCÓ,27025,ALTO BAUDÓ,Territorio con erradicacion intermitente,2019,9.1899
11399,27,CHOCÓ,27050,ATRATO,Territorio sin intervenir en los últimos 5 años,2019,0.0
11400,27,CHOCÓ,27077,BAJO BAUDÓ,Territorio sin intervenir en los últimos 5 años,2019,0.0
11401,27,CHOCÓ,27135,EL CANTÓN DEL SAN PABLO,Territorio con erradicacion intermitente,2019,0.0
11402,27,CHOCÓ,27160,CÉRTEGUI,Territorio sin intervenir en los últimos 5 años,2019,0.0
11403,27,CHOCÓ,27205,CONDOTO,Territorio con erradicacion intermitente,2019,0.0
11404,27,CHOCÓ,27245,EL CARMEN DE ATRATO,Territorio con erradicacion intermitente,2019,0.0
11405,27,CHOCÓ,27250,EL LITORAL DEL SAN JUAN,Territorio con erradicacion intermitente,2019,0.0
11406,27,CHOCÓ,27361,ISTMINA,Territorio con erradicacion intermitente,2019,0.0
11407,27,CHOCÓ,27430,MEDIO BAUDÓ,Territorio con erradicacion intermitente,2019,1.61
11408,27,CHOCÓ,27450,MEDIO SAN JUAN,Territorio con erradicacion intermitente,2019,0.0
11409,27,CHOCÓ,27600,RÍO QUITO,Territorio sin intervenir en los últimos 5 años,2019,0.0
11410,27,CHOCÓ,27745,SIPÍ,Territorio con erradicacion intermitente,2019,365.2346
11411,27,CHOCÓ,27787,TADÓ,Territorio con erradicacion intermitente,2019,0.0
11412,27,CHOCÓ,27810,UNIÓN PANAMERICANA,Territorio sin intervenir en los últimos 5 años,2019,0.0
11413,41,HUILA,41001,NEIVA,Territorio sin intervenir en los últimos 5 años,2019,0.0
11414,41,HUILA,41006,ACEVEDO,Territorio sin intervenir en los últimos 5 años,2019,0.0
11415,41,HUILA,41016,AIPE,Territorio sin intervenir en los últimos 5 años,2019,0.0
11416,41,HUILA,41020,ALGECIRAS,Territorio sin intervenir en los últimos 5 años,2019,0.0
11417,41,HUILA,41206,COLOMBIA,Territorio sin intervenir en los últimos 5 años,2019,0.0
11418,41,HUILA,41359,ISNOS,Territorio sin intervenir en los últimos 5 años,2019,0.0
11419,41,HUILA,41396,LA PLATA,Territorio sin intervenir en los últimos 5 años,2019,0.0
11420,41,HUILA,41530,PALESTINA,Territorio sin intervenir en los últimos 5 años,2019,0.0
11421,41,HUILA,41551,PITALITO,Territorio sin intervenir en los últimos 5 años,2019,0.0
11422,41,HUILA,41660,SALADOBLANCO,Territorio sin intervenir en los últimos 5 años,2019,0.0
11423,41,HUILA,41770,SUAZA,Territorio sin intervenir en los últimos 5 años,2019,0.0
11424,41,HUILA,41807,TIMANÁ,Territorio sin intervenir en los últimos 5 años,2019,0.0
11425,44,LA GUAJIRA,44001,RIOHACHA,Territorio sin intervenir en los últimos 5 años,2019,0.0
11426,47,MAGDALENA,47288,FUNDACIÓN,Territorio sin intervenir en los últimos 5 años,2019,0.0
11427,47,MAGDALENA,47692,SAN SEBASTIÁN DE BUENAVISTA,Territorio sin intervenir en los últimos 5 años,2019,0.0
11428,50,META,50313,GRANADA,Territorio sin intervenir en los últimos 5 años,2019,0.0
11429,50,META,50568,PUERTO GAITÁN,Territorio sin intervenir en los últimos 5 años,2019,0.0
11430,50,META,50573,PUERTO LÓPEZ,Territorio sin intervenir en los últimos 5 años,2019,0.0
11431,50,META,50590,PUERTO RICO,Territorio con erradicacion intermitente,2019,314.0495
11432,50,META,50689,SAN MARTÍN,Territorio sin intervenir en los últimos 5 años,2019,0.0
11433,50,META,50711,VISTAHERMOSA,Territorio con erradicacion intermitente,2019,83.4211
11434,52,NARIÑO,52036,ANCUYÁ,Territorio con erradicacion intermitente,2019,0.0
11435,52,NARIÑO,52051,ARBOLEDA,Territorio sin intervenir en los últimos 5 años,2019,0.0
11436,52,NARIÑO,52203,COLÓN,Territorio sin intervenir en los últimos 5 años,2019,0.0
11437,52,NARIÑO,52215,CÓRDOBA,Territorio sin intervenir en los últimos 5 años,2019,0.0
11438,52,NARIÑO,52233,CUMBITARA,Territorio con erradicacion intermitente,2019,2.0502
11439,52,NARIÑO,52240,CHACHAGÜÍ,Territorio sin intervenir en los últimos 5 años,2019,0.0
11440,52,NARIÑO,52254,EL PEÑOL,Territorio con erradicacion intermitente,2019,16.06
11441,52,NARIÑO,52258,EL TABLÓN DE GÓMEZ,Territorio sin intervenir en los últimos 5 años,2019,0.0
11442,52,NARIÑO,52317,GUACHUCAL,Territorio sin intervenir en los últimos 5 años,2019,0.0
11443,52,NARIÑO,52352,ILES,Territorio sin intervenir en los últimos 5 años,2019,0.0
11444,52,NARIÑO,52356,IPIALES,Territorio con erradiacion constante,2019,458.533
11445,52,NARIÑO,52378,LA CRUZ,Territorio sin intervenir en los últimos 5 años,2019,0.0
11446,52,NARIÑO,52381,LA FLORIDA,Territorio sin intervenir en los últimos 5 años,2019,0.0
11447,52,NARIÑO,52385,LA LLANADA,Territorio con erradicacion intermitente,2019,0.0
11448,52,NARIÑO,52390,LA TOLA,Territorio con erradicacion intermitente,2019,125.816
11449,52,NARIÑO,52399,LA UNIÓN,Territorio sin intervenir en los últimos 5 años,2019,0.0
11450,52,NARIÑO,52427,MAGÜÍ,Territorio con erradicacion intermitente,2019,1325.071
11451,52,NARIÑO,52435,MALLAMA,Territorio sin intervenir en los últimos 5 años,2019,0.0
11452,52,NARIÑO,52473,MOSQUERA,Territorio con erradicacion intermitente,2019,34.792
11453,52,NARIÑO,52490,OLAYA HERRERA,Territorio con erradicacion intermitente,2019,1738.977
11454,52,NARIÑO,52506,OSPINA,Territorio sin intervenir en los últimos 5 años,2019,0.0
11455,52,NARIÑO,52520,FRANCISCO PIZARRO,Territorio con erradicacion intermitente,2019,89.594
11456,52,NARIÑO,52560,POTOSÍ,Territorio sin intervenir en los últimos 5 años,2019,0.0
11457,52,NARIÑO,52565,PROVIDENCIA,Territorio sin intervenir en los últimos 5 años,2019,0.0
11458,52,NARIÑO,52573,PUERRES,Territorio con erradicacion intermitente,2019,0.0
11459,52,NARIÑO,52612,RICAURTE,Territorio con erradicacion intermitente,2019,2.16
11460,52,NARIÑO,52621,ROBERTO PAYÁN,Territorio con erradicacion intermitente,2019,2275.982
11461,52,NARIÑO,52693,SAN PABLO,Territorio sin intervenir en los últimos 5 años,2019,0.0
11462,52,NARIÑO,52694,SAN PEDRO DE CARTAGO,Territorio sin intervenir en los últimos 5 años,2019,0.0
11463,52,NARIÑO,52696,SANTA BÁRBARA,Territorio con erradicacion intermitente,2019,0.0
11464,52,NARIÑO,52699,SANTACRUZ,Territorio sin intervenir en los últimos 5 años,2019,0.0
11465,52,NARIÑO,52788,TANGUA,Territorio con erradicacion intermitente,2019,0.0
11466,52,NARIÑO,52838,TÚQUERRES,Territorio sin intervenir en los últimos 5 años,2019,0.0
11467,54,NORTE DE SANTANDER,54001,CÚCUTA,Territorio con erradicacion intermitente,2019,5.5796
11468,54,NORTE DE SANTANDER,54051,ARBOLEDAS,Territorio sin intervenir en los últimos 5 años,2019,0.0
11469,54,NORTE DE SANTANDER,54109,BUCARASICA,Territorio con erradicacion intermitente,2019,0.0
11470,54,NORTE DE SANTANDER,54128,CÁCHIRA,Territorio con erradicacion intermitente,2019,10.8707
11471,54,NORTE DE SANTANDER,54174,CHITAGÁ,Territorio sin intervenir en los últimos 5 años,2019,0.0
11472,54,NORTE DE SANTANDER,54239,DURANIA,Territorio sin intervenir en los últimos 5 años,2019,0.0
11473,54,NORTE DE SANTANDER,54261,EL ZULIA,Territorio con erradicacion intermitente,2019,11.7292
11474,54,NORTE DE SANTANDER,54313,GRAMALOTE,Territorio sin intervenir en los últimos 5 años,2019,0.0
11475,54,NORTE DE SANTANDER,54344,HACARÍ,Territorio con erradicacion intermitente,2019,59.2828
11476,54,NORTE DE SANTANDER,54377,LABATECA,Territorio sin intervenir en los últimos 5 años,2019,0.0
11477,54,NORTE DE SANTANDER,54398,LA PLAYA,Territorio con erradicacion intermitente,2019,0.0
11478,54,NORTE DE SANTANDER,54418,LOURDES,Territorio sin intervenir en los últimos 5 años,2019,0.0
11479,54,NORTE DE SANTANDER,54498,OCAÑA,Territorio con erradicacion intermitente,2019,7.6808
11480,54,NORTE DE SANTANDER,54520,PAMPLONITA,Territorio sin intervenir en los últimos 5 años,2019,0.0
11481,54,NORTE DE SANTANDER,54820,TOLEDO,Territorio sin intervenir en los últimos 5 años,2019,0.0
11482,63,QUINDÍO,63302,GÉNOVA,Territorio sin intervenir en los últimos 5 años,2019,0.0
11483,66,RISARALDA,66572,PUEBLO RICO,Territorio con erradicacion intermitente,2019,0.12
11484,68,SANTANDER,68020,ALBANIA,Territorio sin intervenir en los últimos 5 años,2019,0.0
11485,68,SANTANDER,68147,CAPITANEJO,Territorio sin intervenir en los últimos 5 años,2019,0.0
11486,68,SANTANDER,68211,CONTRATACIÓN,Territorio sin intervenir en los últimos 5 años,2019,0.0
11487,68,SANTANDER,68245,EL GUACAMAYO,Territorio sin intervenir en los últimos 5 años,2019,0.0
11488,68,SANTANDER,68250,EL PEÑÓN,Territorio con erradicacion intermitente,2019,14.7399
11489,68,SANTANDER,68397,LA PAZ,Territorio sin intervenir en los últimos 5 años,2019,0.0
11490,68,SANTANDER,68468,MOLAGAVITA,Territorio sin intervenir en los últimos 5 años,2019,0.0
11491,68,SANTANDER,68500,OIBA,Territorio sin intervenir en los últimos 5 años,2019,0.0
11492,68,SANTANDER,68573,PUERTO PARRA,Territorio con erradicacion intermitente,2019,0.0
11493,68,SANTANDER,68655,SABANA DE TORRES,Territorio sin intervenir en los últimos 5 años,2019,0.0
11494,68,SANTANDER,68745,SIMACOTA,Territorio con erradicacion intermitente,2019,0.0
11495,68,SANTANDER,68780,SURATÁ,Territorio sin intervenir en los últimos 5 años,2019,0.0
11496,68,SANTANDER,68861,VÉLEZ,Territorio con erradicacion intermitente,2019,0.0
11497,73,TOLIMA,73001,IBAGUÉ,Territorio sin intervenir en los últimos 5 años,2019,0.0
11498,73,TOLIMA,73055,ARMERO GUAYABAL,Territorio sin intervenir en los últimos 5 años,2019,0.0
11499,73,TOLIMA,73067,ATACO,Territorio sin intervenir en los últimos 5 años,2019,0.0
11500,73,TOLIMA,73168,CHAPARRAL,Territorio con erradicacion intermitente,2019,5.4364
11501,73,TOLIMA,73270,FALAN,Territorio sin intervenir en los últimos 5 años,2019,0.0
11502,73,TOLIMA,73283,FRESNO,Territorio sin intervenir en los últimos 5 años,2019,0.0
11503,73,TOLIMA,73520,PALOCABILDO,Territorio sin intervenir en los últimos 5 años,2019,0.0
11504,73,TOLIMA,73555,PLANADAS,Territorio sin intervenir en los últimos 5 años,2019,0.0
11505,73,TOLIMA,73585,PURIFICACIÓN,Territorio sin intervenir en los últimos 5 años,2019,0.0
11506,73,TOLIMA,73616,RIOBLANCO,Territorio con erradicacion intermitente,2019,1.7502
11507,73,TOLIMA,73624,ROVIRA,Territorio sin intervenir en los últimos 5 años,2019,0.0
11508,73,TOLIMA,73675,SAN ANTONIO,Territorio sin intervenir en los últimos 5 años,2019,0.0
11509,76,VALLE DEL CAUCA,76001,CALI,Territorio sin intervenir en los últimos 5 años,2019,0.0
11510,76,VALLE DEL CAUCA,76111,GUADALAJARA DE BUGA,Territorio sin intervenir en los últimos 5 años,2019,0.0
11511,76,VALLE DEL CAUCA,76126,CALIMA,Territorio sin intervenir en los últimos 5 años,2019,0.0
11512,76,VALLE DEL CAUCA,76364,JAMUNDÍ,Territorio con erradicacion intermitente,2019,31.6004
11513,76,VALLE DEL CAUCA,76670,SAN PEDRO,Territorio sin intervenir en los últimos 5 años,2019,0.0
11514,76,VALLE DEL CAUCA,76834,TULUÁ,Territorio sin intervenir en los últimos 5 años,2019,0.0
11515,81,ARAUCA,81591,PUERTO RONDÓN,Territorio sin intervenir en los últimos 5 años,2019,0.0
11516,85,CASANARE,85162,MONTERREY,Territorio sin intervenir en los últimos 5 años,2019,0.0
11517,85,CASANARE,85300,SABANALARGA,Territorio sin intervenir en los últimos 5 años,2019,0.0
11518,85,CASANARE,85315,SÁCAMA,Territorio sin intervenir en los últimos 5 años,2019,0.0
11519,86,PUTUMAYO,86571,PUERTO GUZMÁN,Territorio con erradicacion intermitente,2019,502.4494
11520,86,PUTUMAYO,86760,SANTIAGO,Territorio sin intervenir en los últimos 5 años,2019,0.0
11521,91,AMAZONAS,91405,LA CHORRERA,Territorio sin intervenir en los últimos 5 años,2019,0.0
11522,91,AMAZONAS,91407,LA PEDRERA,Territorio sin intervenir en los últimos 5 años,2019,0.0
11523,91,AMAZONAS,91530,PUERTO ALEGRÍA,Territorio sin intervenir en los últimos 5 años,2019,0.0
11524,91,AMAZONAS,91536,PUERTO ARICA,Territorio sin intervenir en los últimos 5 años,2019,0.0
11525,91,AMAZONAS,91798,TARAPACÁ,Territorio con erradicacion intermitente,2019,0.69
11526,95,GUAVIARE,95015,CALAMAR,Territorio con erradicacion intermitente,2019,0.0
11527,95,GUAVIARE,95200,MIRAFLORES,Territorio con erradiacion constante,2019,844.0303
11528,99,VICHADA,99624,SANTA ROSALÍA,Territorio sin intervenir en los últimos 5 años,2019,0.0
11529,20,CESAR,20550,PELAYA,Territorio sin intervenir en los últimos 5 años,2019,0.0
11530,5,ANTIOQUIA,5038,ANGOSTURA,Territorio sin intervenir en los últimos 5 años,2019,0.0
11531,5,ANTIOQUIA,5113,BURITICÁ,Territorio sin intervenir en los últimos 5 años,2019,0.0
11532,19,CAUCA,19300,GUACHENÉ,Territorio sin intervenir en los últimos 5 años,2019,0.0
11533,73,TOLIMA,73483,NATAGAIMA,Territorio sin intervenir en los últimos 5 años,2019,0.0
11534,5,ANTIOQUIA,5400,LA UNIÓN,Territorio sin intervenir en los últimos 5 años,2019,0.0
11535,20,CESAR,20400,LA JAGUA DE IBIRICO,Territorio sin intervenir en los últimos 5 años,2019,0.0
11536,94,GUAINÍA,94884,PUERTO COLOMBIA,Territorio sin intervenir en los últimos 5 años,2019,0.0
11537,76,VALLE DEL CAUCA,76400,LA UNIÓN,Territorio sin intervenir en los últimos 5 años,2019,0.0
11538,73,TOLIMA,73217,COYAIMA,Territorio sin intervenir en los últimos 5 años,2019,0.0
11539,25,CUNDINAMARCA,25398,LA PEÑA,Territorio sin intervenir en los últimos 5 años,2019,0.0
11540,85,CASANARE,85410,TAURAMENA,Territorio sin intervenir en los últimos 5 años,2019,0.0
11541,20,CESAR,20228,CURUMANÍ,Territorio sin intervenir en los últimos 5 años,2019,0.0
11542,27,CHOCÓ,27425,MEDIO ATRATO,Territorio sin intervenir en los últimos 5 años,2019,0.0
11543,68,SANTANDER,68502,ONZAGA,Territorio sin intervenir en los últimos 5 años,2019,0.0
11544,73,TOLIMA,73622,RONCESVALLES,Territorio sin intervenir en los últimos 5 años,2019,0.0
11545,50,META,50270,EL DORADO,Territorio sin intervenir en los últimos 5 años,2019,0.0
11546,68,SANTANDER,68307,GIRÓN,Territorio sin intervenir en los últimos 5 años,2019,0.0
11547,44,LA GUAJIRA,44078,BARRANCAS,Territorio sin intervenir en los últimos 5 años,2019,0.0
11548,76,VALLE DEL CAUCA,76863,VERSALLES,Territorio sin intervenir en los últimos 5 años,2019,0.0
11549,13,BOLÍVAR,13430,MAGANGUÉ,Territorio sin intervenir en los últimos 5 años,2019,0.0
11550,27,CHOCÓ,27150,CARMEN DEL DARIÉN,Territorio con erradicacion intermitente,2019,9.8606
11551,27,CHOCÓ,27800,UNGUÍA,Territorio con erradiacion constante,2019,20.7306
11552,66,RISARALDA,66456,MISTRATÓ,Territorio sin intervenir en los últimos 5 años,2019,0.0
11553,73,TOLIMA,73226,CUNDAY,Territorio sin intervenir en los últimos 5 años,2019,0.0
11554,25,CUNDINAMARCA,25019,ALBÁN,Territorio sin intervenir en los últimos 5 años,2019,0.0
11555,20,CESAR,20178,CHIRIGUANÁ,Territorio sin intervenir en los últimos 5 años,2019,0.0
11556,5,ANTIOQUIA,5697,EL SANTUARIO,Territorio sin intervenir en los últimos 5 años,2019,0.0
11557,94,GUAINÍA,94663,MAPIRIPANA,Territorio sin intervenir en los últimos 5 años,2019,0.0
11558,25,CUNDINAMARCA,25815,TOCAIMA,Territorio sin intervenir en los últimos 5 años,2019,0.0
11559,97,VAUPÉS,97001,MITÚ,Territorio con erradicacion intermitente,2019,0.0
11560,19,CAUCA,19364,JAMBALÓ,Territorio sin intervenir en los últimos 5 años,2019,0.0
11561,68,SANTANDER,68013,AGUADA,Territorio sin intervenir en los últimos 5 años,2019,0.0
11562,23,CÓRDOBA,23682,SAN JOSÉ DE URÉ,Territorio con erradicacion intermitente,2019,475.3806
11563,5,ANTIOQUIA,5380,LA ESTRELLA,Territorio con erradicacion intermitente,2019,1.0802
11564,25,CUNDINAMARCA,25580,PULÍ,Territorio sin intervenir en los últimos 5 años,2019,0.0
11565,25,CUNDINAMARCA,25402,LA VEGA,Territorio sin intervenir en los últimos 5 años,2019,0.0
11566,73,TOLIMA,73686,SANTA ISABEL,Territorio sin intervenir en los últimos 5 años,2019,0.0
11567,20,CESAR,20443,MANAURE BALCÓN DEL CESAR,Territorio con erradicacion intermitente,2019,0.0
11568,25,CUNDINAMARCA,25875,VILLETA,Territorio sin intervenir en los últimos 5 años,2019,0.0
11569,25,CUNDINAMARCA,25489,NIMAIMA,Territorio sin intervenir en los últimos 5 años,2019,0.0
11570,52,NARIÑO,52110,BUESACO,Territorio sin intervenir en los últimos 5 años,2019,0.0
11571,44,LA GUAJIRA,44847,URIBIA,Territorio sin intervenir en los últimos 5 años,2019,0.0
11572,68,SANTANDER,68575,PUERTO WILCHES,Territorio sin intervenir en los últimos 5 años,2019,0.0
11573,20,CESAR,20570,PUEBLO BELLO,Territorio sin intervenir en los últimos 5 años,2019,0.0
11574,47,MAGDALENA,47053,ARACATACA,Territorio con erradicacion intermitente,2019,0.0
11575,25,CUNDINAMARCA,25653,SAN CAYETANO,Territorio sin intervenir en los últimos 5 años,2019,0.0
11576,23,CÓRDOBA,23555,PLANETA RICA,Territorio sin intervenir en los últimos 5 años,2019,0.0
11577,27,CHOCÓ,27580,RÍO IRÓ,Territorio sin intervenir en los últimos 5 años,2019,0.0
11578,5,ANTIOQUIA,5313,GRANADA,Territorio sin intervenir en los últimos 5 años,2019,0.0
11579,27,CHOCÓ,27075,BAHÍA SOLANO,Territorio sin intervenir en los últimos 5 años,2019,0.0
11580,73,TOLIMA,73347,HERVEO,Territorio sin intervenir en los últimos 5 años,2019,0.0
11581,5,ANTIOQUIA,5847,URRAO,Territorio sin intervenir en los últimos 5 años,2019,0.0
11582,5,ANTIOQUIA,5079,BARBOSA,Territorio sin intervenir en los últimos 5 años,2019,0.0
11583,27,CHOCÓ,27495,NUQUÍ,Territorio sin intervenir en los últimos 5 años,2019,0.0
11584,15,BOYACÁ,15759,SOGAMOSO,Territorio sin intervenir en los últimos 5 años,2019,0.0
11585,73,TOLIMA,73504,ORTEGA,Territorio sin intervenir en los últimos 5 años,2019,0.0
11586,25,CUNDINAMARCA,25245,EL COLEGIO,Territorio sin intervenir en los últimos 5 años,2019,0.0
11587,27,CHOCÓ,27006,ACANDÍ,Territorio con erradicacion intermitente,2019,0.0
11588,20,CESAR,20175,CHIMICHAGUA,Territorio con erradicacion intermitente,2019,4.2201
11589,20,CESAR,20310,GONZÁLEZ,Territorio con erradicacion intermitente,2019,5.5511
11590,5,ANTIOQUIA,5021,ALEJANDRÍA,Territorio sin intervenir en los últimos 5 años,2019,0.0
11591,13,BOLÍVAR,13468,MOMPÓS,Territorio erradicado por primera vez en los últimos 5 años,2019,0.0
11592,54,NORTE DE SANTANDER,54518,PAMPLONA,Territorio sin intervenir en los últimos 5 años,2019,0.0
11593,5,ANTIOQUIA,5264,ENTRERRÍOS,Territorio erradicado por primera vez en los últimos 5 años,2019,2.8596
11594,25,CUNDINAMARCA,25658,SAN FRANCISCO,Territorio erradicado por primera vez en los últimos 5 años,2019,2.0
11595,5,ANTIOQUIA,5237,DONMATÍAS,Territorio erradicado por primera vez en los últimos 5 años,2019,2.16
11596,17,CALDAS,17042,ANSERMA,Territorio sin intervenir en los últimos 5 años,2019,0.0
11597,5,ANTIOQUIA,5091,BETANIA,Territorio erradicado por primera vez en los últimos 5 años,2019,1.4904
11598,13,BOLÍVAR,13300,HATILLO DE LOBA,Territorio sin intervenir en los últimos 5 años,2019,0.0
11599,17,CALDAS,17877,VITERBO,Territorio sin intervenir en los últimos 5 años,2019,0.0
11600,54,NORTE DE SANTANDER,54223,CUCUTILLA,Territorio erradicado por primera vez en los últimos 5 años,2019,0.0
11601,5,ANTIOQUIA,5789,TÁMESIS,Territorio sin intervenir en los últimos 5 años,2019,0.0
11602,41,HUILA,41668,SAN AGUSTÍN,Territorio sin intervenir en los últimos 5 años,2019,0.0
11603,52,NARIÑO,52480,NARIÑO,Territorio con erradicacion intermitente,2019,4.9201
11604,44,LA GUAJIRA,44098,DISTRACCIÓN,Territorio erradicado por primera vez en los últimos 5 años,2019,1.0
11605,5,ANTIOQUIA,5475,MURINDÓ,Territorio erradicado por primera vez en los últimos 5 años,2019,107.4668
11606,76,VALLE DEL CAUCA,76248,EL CERRITO,Territorio erradicado por primera vez en los últimos 5 años,2019,0.0
11607,5,ANTIOQUIA,5659,SAN JUAN DE URABÁ,Territorio erradicado por primera vez en los últimos 5 años,2019,0.0
11608,86,PUTUMAYO,86219,COLÓN,Territorio con erradicacion intermitente,2019,0.0
11609,68,SANTANDER,68444,MATANZA,Territorio erradicado por primera vez en los últimos 5 años,2019,2.08
11610,5,ANTIOQUIA,5034,ANDES,Territorio erradicado por primera vez en los últimos 5 años,2019,13.9903
11611,20,CESAR,20045,BECERRIL,Territorio erradicado por primera vez en los últimos 5 años,2019,0.0
11612,13,BOLÍVAR,13650,SAN FERNANDO,Territorio sin intervenir en los últimos 5 años,2019,0.0
11613,68,SANTANDER,68425,MACARAVITA,Territorio sin intervenir en los últimos 5 años,2019,0.0
11614,76,VALLE DEL CAUCA,76828,TRUJILLO,Territorio sin intervenir en los últimos 5 años,2019,0.0
11615,41,HUILA,41319,GUADALUPE,Territorio sin intervenir en los últimos 5 años,2019,0.0
11616,5,ANTIOQUIA,5001,MEDELLÍN,Territorio sin intervenir en los últimos 5 años,2020,0.0
11617,5,ANTIOQUIA,5040,ANORÍ,Territorio con erradiacion constante,2020,2792.3546
11618,5,ANTIOQUIA,5055,ARGELIA,Territorio sin intervenir en los últimos 5 años,2020,0.0
11619,5,ANTIOQUIA,5120,CÁCERES,Territorio con erradicacion intermitente,2020,554.1251
11620,5,ANTIOQUIA,5172,CHIGORODÓ,Territorio con erradicacion intermitente,2020,207.3383
11621,5,ANTIOQUIA,5250,EL BAGRE,Territorio con erradiacion constante,2020,3045.1671
11622,5,ANTIOQUIA,5361,ITUANGO,Territorio con erradiacion constante,2020,672.0966
11623,5,ANTIOQUIA,5483,NARIÑO,Territorio con erradicacion intermitente,2020,2.1504
