,CODDEPTO,DEPARTAMENTO,MUNICIPIO,Categoría,AÑO,Hectáreas cultivadas,Ingreso tributario
4975,19,CAUCA,CALDONO,Cultivo emergente,2017,0.0,33981.04
4976,19,CAUCA,CALOTO,Cultivo intermintente,2017,0.0,32688.44
4977,19,CAUCA,CORINTO,Cultivo intermintente,2017,0.0,24772.35
4978,19,CAUCA,EL TAMBO,Cultivo permanente,2017,6661.01,46459.19
4979,19,CAUCA,FLORENCIA,Cultivo abandonado,2017,0.0,13796.9
4980,19,CAUCA,GUAPI,Cultivo permanente,2017,720.88,28302.16
4981,19,CAUCA,JAMBALÓ,Cultivo emergente,2017,0.0,18495.61
4982,19,CAUCA,LA SIERRA,Cultivo abandonado,2017,0.0,17236.19
4983,19,CAUCA,LA VEGA,Cultivo abandonado,2017,0.0,26895.14
4984,19,CAUCA,LÓPEZ,Cultivo permanente,2017,1467.97,19271.1
4985,19,CAUCA,MERCADERES,Cultivo intermintente,2017,126.54,20239.21
4986,19,CAUCA,MIRANDA,Cultivo intermintente,2017,0.0,35344.1
4987,19,CAUCA,MORALES,Cultivo permanente,2017,340.32,30456.31
4988,19,CAUCA,PATÍA  ,Cultivo permanente,2017,350.34,31932.1
4989,19,CAUCA,PIAMONTE,Cultivo permanente,2017,1780.44,13349.66
4990,19,CAUCA,PIENDAMÓ,Cultivo emergente,2017,0.0,38748.07
4991,19,CAUCA,ROSAS,Cultivo intermintente,2017,2.78,18080.72
4992,19,CAUCA,SANTA ROSA,Cultivo intermintente,2017,0.0,11050.29
4993,19,CAUCA,SANTANDER DE QUILICHAO,Cultivo emergente,2017,0.0,70760.58
4994,19,CAUCA,SOTARÁ ,Cultivo abandonado,2017,0.0,17702.57
4995,19,CAUCA,SUÁREZ,Cultivo permanente,2017,267.19,30230.1
4996,19,CAUCA,SUCRE,Cultivo permanente,2017,13.5,18558.53
4997,19,CAUCA,TIMBÍO,Cultivo intermintente,2017,0.0,28813.07
4998,19,CAUCA,TIMBIQUÍ,Cultivo permanente,2017,1633.45,28921.13
4999,19,CAUCA,TORIBÍO,Cultivo intermintente,2017,0.0,28865.36
5000,20,CESAR,CHIRIGUANÁ,Cultivo abandonado,2017,2.43,29375.52
5001,20,CESAR,GONZÁLEZ,Cultivo permanente,2017,7.78,8381.41
5002,20,CESAR,PAILITAS,Cultivo abandonado,2017,0.0,20948.21
5003,20,CESAR,SAN ALBERTO,Cultivo intermintente,2017,10.72,26382.15
5004,20,CESAR,SAN MARTÍN,Cultivo intermintente,2017,3.42,38389.28
5005,27,CHOCÓ,ACANDÍ,Cultivo permanente,2017,8.96,13287.8
5006,27,CHOCÓ,ALTO BAUDÓ ,Cultivo permanente,2017,39.17,25292.8
5007,27,CHOCÓ,ATRATO ,Cultivo intermintente,2017,0.0,13699.4
5008,27,CHOCÓ,BAHÍA SOLANO ,Cultivo abandonado,2017,0.0,10707.02
5009,27,CHOCÓ,BAJO BAUDÓ  ,Cultivo permanente,2017,79.75,25360.62
5010,27,CHOCÓ,BOJAYÁ ,Cultivo abandonado,2017,0.0,19129.97
5011,27,CHOCÓ,CARMEN DEL DARIÉN  ,Cultivo permanente,2017,159.99,15931.44
5012,27,CHOCÓ,CONDOTO,Cultivo permanente,2017,13.53,20425.91
5013,27,CHOCÓ,EL CANTÓN DEL SAN PABLO,Cultivo intermintente,2017,11.73,9858.27
5014,27,CHOCÓ,EL LITORAL DEL SAN JUAN,Cultivo permanente,2017,184.52,18676.73
5015,27,CHOCÓ,ISTMINA,Cultivo permanente,2017,743.05,42436.48
5016,27,CHOCÓ,JURADÓ,Cultivo abandonado,2017,0.0,8869.97
5017,27,CHOCÓ,LLORÓ,Cultivo intermintente,2017,1.37,15623.03
5018,27,CHOCÓ,MEDIO ATRATO ,Cultivo abandonado,2017,0.0,16550.18
5019,27,CHOCÓ,MEDIO BAUDÓ ,Cultivo permanente,2017,64.52,18627.21
5020,27,CHOCÓ,MEDIO SAN JUAN ,Cultivo permanente,2017,305.05,14516.19
5021,27,CHOCÓ,NÓVITA,Cultivo permanente,2017,162.33,10554.01
5022,27,CHOCÓ,NUQUÍ,Cultivo abandonado,2017,0.0,10335.46
5023,27,CHOCÓ,QUIBDÓ,Cultivo permanente,2017,7.16,230968.8
5024,27,CHOCÓ,RÍO IRÓ ,Cultivo permanente,2017,27.68,12011.06
5025,27,CHOCÓ,RÍO QUITO ,Cultivo intermintente,2017,0.0,13370.09
5026,27,CHOCÓ,RIOSUCIO,Cultivo permanente,2017,113.87,26815.94
5027,27,CHOCÓ,SAN JOSÉ DEL PALMAR,Cultivo permanente,2017,392.52,7624.34
5028,27,CHOCÓ,SIPÍ,Cultivo permanente,2017,258.0,6980.49
5029,27,CHOCÓ,TADÓ,Cultivo abandonado,2017,2.71,24996.37
5030,27,CHOCÓ,UNGUÍA,Cultivo permanente,2017,34.68,12701.73
5031,27,CHOCÓ,UNIÓN PANAMERICANA ,Cultivo abandonado,2017,0.0,10287.45
5032,23,CÓRDOBA,LA APARTADA,Cultivo abandonado,2017,0.0,25477.01
5033,23,CÓRDOBA,MONTELÍBANO,Cultivo permanente,2017,1181.13,86124.6
5034,23,CÓRDOBA,PUERTO LIBERTADOR,Cultivo permanente,2017,1412.22,54428.88
5035,23,CÓRDOBA,SAN JOSÉ DE URÉ,Cultivo permanente,2017,552.7,16325.09
5036,23,CÓRDOBA,TIERRALTA,Cultivo permanente,2017,1629.68,119544.78
5037,23,CÓRDOBA,VALENCIA,Cultivo permanente,2017,4.71,36854.68
5038,25,CUNDINAMARCA,CAPARRAPÍ,Cultivo abandonado,2017,0.0,19556.0
5039,25,CUNDINAMARCA,PAIME,Cultivo abandonado,2017,0.0,9394.2
5040,25,CUNDINAMARCA,TOPAIPÍ,Cultivo abandonado,2017,0.0,9119.74
5041,25,CUNDINAMARCA,YACOPÍ,Cultivo abandonado,2017,0.0,22974.98
5042,94,GUAINÍA,BARRANCO MINA ,Cultivo abandonado,2017,0.0,
5043,94,GUAINÍA,INIRIDA,Cultivo abandonado,2017,0.0,37690.65
5044,95,GUAVIARE,CALAMAR,Cultivo permanente,2017,416.39,9980.55
5045,95,GUAVIARE,EL RETORNO,Cultivo permanente,2017,1405.66,21213.27
5046,95,GUAVIARE,MIRAFLORES,Cultivo permanente,2017,1699.29,9823.05
5047,95,GUAVIARE,SAN JOSÉ DEL GUAVIARE,Cultivo permanente,2017,1401.33,68376.36
5048,44,LA GUAJIRA,DIBULLA,Cultivo intermintente,2017,1.69,40211.62
5049,44,LA GUAJIRA,RIOHACHA,Cultivo abandonado,2017,0.0,370740.18
5050,47,MAGDALENA,ARACATACA,Cultivo abandonado,2017,0.0,29797.5
5051,47,MAGDALENA,CIÉNAGA,Cultivo abandonado,2017,0.0,181545.75
5052,47,MAGDALENA,FUNDACIÓN,Cultivo abandonado,2017,0.0,53623.76
5053,47,MAGDALENA,SANTA MARTA ,Cultivo permanente,2017,7.88,747741.8
5054,50,META,LA MACARENA,Cultivo permanente,2017,1647.55,24355.93
5055,50,META,LEJANÍAS,Cultivo abandonado,2017,0.0,13983.13
5056,50,META,MAPIRIPÁN,Cultivo permanente,2017,315.66,16765.31
5057,50,META,MESETAS,Cultivo intermintente,2017,86.72,18230.43
5058,50,META,PUERTO CONCORDIA,Cultivo permanente,2017,77.84,16547.51
5059,50,META,PUERTO GAITÁN,Cultivo abandonado,2017,0.0,120327.64
5060,50,META,PUERTO LLERAS,Cultivo intermintente,2017,24.15,13828.17
5061,50,META,PUERTO LÓPEZ,Cultivo abandonado,2017,0.0,56497.12
5062,50,META,PUERTO RICO,Cultivo permanente,2017,1773.19,19955.97
5063,50,META,SAN JUAN DE ARAMA,Cultivo permanente,2017,70.28,12546.53
5064,50,META,SAN MARTÍN,Cultivo abandonado,2017,0.0,24001.81
5065,50,META,URIBE,Cultivo intermintente,2017,108.77,13182.63
5066,50,META,VISTAHERMOSA,Cultivo permanente,2017,1473.05,20068.0
5067,52,NARIÑO,ANCUYA,Cultivo intermintente,2017,45.6,12307.98
5068,52,NARIÑO,BARBACOAS,Cultivo permanente,2017,4590.5,40235.66
5069,52,NARIÑO,BUESACO,Cultivo abandonado,2017,0.0,22697.04
5070,52,NARIÑO,CONSACÁ,Cultivo abandonado,2017,0.0,14890.64
5071,52,NARIÑO,CONTADERO,Cultivo abandonado,2017,0.0,12584.2
5072,52,NARIÑO,CÓRDOBA,Cultivo abandonado,2017,0.0,20018.91
5073,52,NARIÑO,CUMBAL,Cultivo abandonado,2017,0.0,35688.65
5074,52,NARIÑO,CUMBITARA,Cultivo permanente,2017,666.8,23575.33
5075,52,NARIÑO,EL CHARCO,Cultivo permanente,2017,4630.67,29179.21
5076,52,NARIÑO,EL PEÑOL,Cultivo permanente,2017,97.31,13047.89
5077,52,NARIÑO,EL ROSARIO,Cultivo permanente,2017,765.36,13676.11
5078,52,NARIÑO,EL TAMBO,Cultivo permanente,2017,176.28,16777.76
5079,52,NARIÑO,FRANCISCO PIZARRO ,Cultivo permanente,2017,258.1,12088.61
5080,52,NARIÑO,IPIALES,Cultivo permanente,2017,1273.67,174652.43
5081,52,NARIÑO,LA FLORIDA,Cultivo intermintente,2017,83.95,22947.32
5082,52,NARIÑO,LA LLANADA,Cultivo permanente,2017,146.45,7323.03
5083,52,NARIÑO,LA TOLA,Cultivo permanente,2017,292.3,13199.8
5084,52,NARIÑO,LEIVA,Cultivo permanente,2017,279.18,19865.43
5085,52,NARIÑO,LINARES,Cultivo permanente,2017,558.06,13478.9
5086,52,NARIÑO,LOS ANDES ,Cultivo permanente,2017,364.39,20660.97
5087,52,NARIÑO,MAGÜÍ ,Cultivo permanente,2017,1716.95,14810.99
5088,52,NARIÑO,MALLAMA ,Cultivo intermintente,2017,1.16,10662.93
5089,52,NARIÑO,MOSQUERA,Cultivo permanente,2017,218.44,13310.48
5090,52,NARIÑO,OLAYA HERRERA ,Cultivo permanente,2017,3355.53,30265.14
5091,52,NARIÑO,POLICARPA,Cultivo permanente,2017,960.41,19740.53
5092,52,NARIÑO,PUERRES,Cultivo abandonado,2017,0.0,15868.61
5093,52,NARIÑO,RICAURTE,Cultivo permanente,2017,784.16,21409.37
5094,52,NARIÑO,ROBERTO PAYÁN ,Cultivo permanente,2017,2733.71,17518.84
5095,52,NARIÑO,SAMANIEGO,Cultivo permanente,2017,869.33,31115.31
5096,52,NARIÑO,SAN PABLO,Cultivo abandonado,2017,0.0,18779.9
5097,52,NARIÑO,SANDONÁ,Cultivo intermintente,2017,16.13,21919.98
5098,52,NARIÑO,SANTA BÁRBARA ,Cultivo permanente,2017,530.17,17090.29
5099,52,NARIÑO,SANTA CRUZ ,Cultivo permanente,2017,803.08,14370.36
5100,52,NARIÑO,TUMACO,Cultivo permanente,2017,19516.93,271851.53
5101,54,NORTE DE SANTANDER,ÁBREGO,Cultivo permanente,2017,65.45,27111.36
5102,54,NORTE DE SANTANDER,BUCARASICA,Cultivo intermintente,2017,3.82,7641.94
5103,54,NORTE DE SANTANDER,CÁCHIRA,Cultivo abandonado,2017,0.0,15679.93
5104,54,NORTE DE SANTANDER,CONVENCIÓN,Cultivo permanente,2017,1315.66,18632.71
5105,54,NORTE DE SANTANDER,CÚCUTA,Cultivo permanente,2017,323.11,908343.05
5106,54,NORTE DE SANTANDER,EL CARMEN,Cultivo permanente,2017,758.44,16310.12
5107,54,NORTE DE SANTANDER,EL TARRA,Cultivo permanente,2017,4300.6,17972.54
5108,54,NORTE DE SANTANDER,EL ZULIA,Cultivo permanente,2017,134.14,24322.74
5109,54,NORTE DE SANTANDER,HACARÍ,Cultivo permanente,2017,386.77,13479.2
5110,54,NORTE DE SANTANDER,LA ESPERANZA,Cultivo intermintente,2017,2.02,20683.72
5111,54,NORTE DE SANTANDER,LA PLAYA,Cultivo intermintente,2017,25.59,11773.98
5112,54,NORTE DE SANTANDER,LOURDES,Cultivo abandonado,2017,0.0,6285.75
5113,54,NORTE DE SANTANDER,OCAÑA,Cultivo permanente,2017,10.62,78954.53
5114,54,NORTE DE SANTANDER,SAN CALIXTO,Cultivo permanente,2017,640.32,14008.45
5115,54,NORTE DE SANTANDER,SARDINATA,Cultivo permanente,2017,4112.41,21284.13
5116,54,NORTE DE SANTANDER,TEORAMA,Cultivo permanente,2017,2479.63,20690.3
5117,54,NORTE DE SANTANDER,TIBÚ,Cultivo permanente,2017,13685.69,59041.41
5118,54,NORTE DE SANTANDER,TOLEDO,Cultivo abandonado,2017,0.0,22457.32
5119,86,PUTUMAYO,MOCOA,Cultivo permanente,2017,76.23,52490.92
5120,86,PUTUMAYO,ORITO,Cultivo permanente,2017,3969.91,42462.63
5121,86,PUTUMAYO,PUERTO ASÍS,Cultivo permanente,2017,9664.6,75900.46
5122,86,PUTUMAYO,PUERTO CAICEDO,Cultivo permanente,2017,2998.37,22834.85
5123,86,PUTUMAYO,PUERTO GUZMÁN,Cultivo permanente,2017,2029.9,24525.09
5124,86,PUTUMAYO,PUERTO LEGUÍZAMO,Cultivo permanente,2017,1403.95,20289.83
5125,86,PUTUMAYO,SAN MIGUEL ,Cultivo permanente,2017,3553.66,31694.78
5126,86,PUTUMAYO,SANTIAGO,Cultivo abandonado,2017,0.0,11867.11
5127,86,PUTUMAYO,VALLE DEL GUAMUEZ ,Cultivo permanente,2017,4132.44,38211.8
5128,86,PUTUMAYO,VILLAGARZÓN,Cultivo permanente,2017,1759.91,36861.06
5129,68,SANTANDER,ALBANIA,Cultivo abandonado,2017,0.0,11776.09
5130,68,SANTANDER,BETULIA,Cultivo abandonado,2017,0.0,13371.5
5131,68,SANTANDER,BOLÍVAR,Cultivo intermintente,2017,6.82,19719.55
5132,68,SANTANDER,CHIMA,Cultivo abandonado,2017,0.0,6925.72
5133,68,SANTANDER,CIMITARRA,Cultivo intermintente,2017,3.04,46118.67
5134,68,SANTANDER,CONFINES,Cultivo abandonado,2017,0.0,5127.77
5135,68,SANTANDER,CONTRATACIÓN,Cultivo abandonado,2017,0.0,9726.02
5136,68,SANTANDER,EL CARMEN,Cultivo intermintente,2017,4.51,17645.16
5137,68,SANTANDER,EL PEÑÓN,Cultivo intermintente,2017,0.0,10169.98
5138,68,SANTANDER,EL PLAYÓN,Cultivo abandonado,2017,0.0,13404.78
5139,68,SANTANDER,FLORIÁN,Cultivo abandonado,2017,0.0,14428.32
5140,68,SANTANDER,GUAPOTÁ,Cultivo abandonado,2017,0.0,4837.55
5141,68,SANTANDER,GUAVATÁ,Cultivo abandonado,2017,0.0,6474.44
5142,68,SANTANDER,LA BELLEZA,Cultivo intermintente,2017,0.0,12304.66
5143,68,SANTANDER,LA PAZ,Cultivo abandonado,2017,0.0,11821.47
5144,68,SANTANDER,LANDÁZURI,Cultivo abandonado,2017,0.0,23426.36
5145,68,SANTANDER,PALMAS DEL SOCORRO,Cultivo abandonado,2017,0.0,6743.22
5146,68,SANTANDER,PUERTO PARRA,Cultivo abandonado,2017,0.0,13267.14
5147,68,SANTANDER,RIONEGRO,Cultivo intermintente,2017,5.68,22136.59
5148,68,SANTANDER,SABANA DE TORRES,Cultivo abandonado,2017,0.0,35478.56
5149,68,SANTANDER,SAN VICENTE DE CHUCURÍ,Cultivo abandonado,2017,0.0,45470.6
5150,68,SANTANDER,SANTA HELENA DEL OPÓN,Cultivo intermintente,2017,3.86,7164.58
5151,68,SANTANDER,SIMACOTA,Cultivo intermintente,2017,6.08,14983.42
5152,68,SANTANDER,SOCORRO,Cultivo abandonado,2017,0.0,27674.69
5153,68,SANTANDER,SUCRE,Cultivo abandonado,2017,0.0,16131.35
5154,68,SANTANDER,VÉLEZ,Cultivo abandonado,2017,0.0,20701.61
5155,76,VALLE DEL CAUCA,BOLÍVAR,Cultivo permanente,2017,75.42,15154.15
5156,76,VALLE DEL CAUCA,BUENAVENTURA,Cultivo permanente,2017,1030.16,548867.68
5157,76,VALLE DEL CAUCA,CALI,Cultivo abandonado,2017,0.0,3075874.46
5158,76,VALLE DEL CAUCA,CALIMA ,Cultivo permanente,2017,43.6,17397.07
5159,76,VALLE DEL CAUCA,DAGUA,Cultivo permanente,2017,45.82,36893.51
5160,76,VALLE DEL CAUCA,JAMUNDÍ,Cultivo intermintente,2017,61.56,156583.25
5161,76,VALLE DEL CAUCA,TULUÁ,Cultivo intermintente,2017,4.75,257622.42
5162,97,VAUPÉS,CARURÚ,Cultivo permanente,2017,105.46,11763.09
5163,97,VAUPÉS,MITÚ,Cultivo abandonado,2017,0.0,29264.47
5164,97,VAUPÉS,TARAIRA,Cultivo abandonado,2017,0.0,9355.36
5165,99,VICHADA,CUMARIBO,Cultivo permanente,2017,652.72,52903.04
5166,99,VICHADA,LA PRIMAVERA,Cultivo abandonado,2017,0.0,18483.09
5167,99,VICHADA,SANTA ROSALÍA,Cultivo abandonado,2017,0.0,5439.13
5168,5,ANTIOQUIA,AMALFI,Cultivo permanente,2018,205.61,42929.73
5169,5,ANTIOQUIA,ANORÍ,Cultivo permanente,2018,969.49,26421.42
5170,5,ANTIOQUIA,APARTADÓ,Cultivo permanente,2018,1.51,167192.11
5171,5,ANTIOQUIA,ARGELIA,Cultivo abandonado,2018,0.0,11060.63
5172,5,ANTIOQUIA,BRICEÑO,Cultivo permanente,2018,289.04,25462.16
5173,5,ANTIOQUIA,CÁCERES,Cultivo permanente,2018,1826.23,37066.8
5174,5,ANTIOQUIA,CAMPAMENTO,Cultivo permanente,2018,204.57,14948.48
5175,5,ANTIOQUIA,CARACOLÍ,Cultivo abandonado,2018,0.0,8705.48
5176,5,ANTIOQUIA,CAREPA,Cultivo abandonado,2018,0.0,49295.88
5177,5,ANTIOQUIA,CARMEN DE VIBORAL,Cultivo abandonado,2018,0.0,55460.08
5178,5,ANTIOQUIA,CAUCASIA,Cultivo intermintente,2018,2.25,118656.82
5179,5,ANTIOQUIA,CHIGORODÓ,Cultivo intermintente,2018,5.31,60298.77
5180,5,ANTIOQUIA,COCORNÁ,Cultivo abandonado,2018,0.0,21620.26
5181,5,ANTIOQUIA,DABEIBA,Cultivo abandonado,2018,0.0,29906.38
5182,5,ANTIOQUIA,EL BAGRE,Cultivo permanente,2018,811.02,66695.81
5183,5,ANTIOQUIA,FRONTINO,Cultivo abandonado,2018,0.0,27465.47
5184,5,ANTIOQUIA,GÓMEZ PLATA,Cultivo abandonado,2018,0.0,15904.99
5185,5,ANTIOQUIA,ITUANGO,Cultivo permanente,2018,882.69,33079.11
5186,5,ANTIOQUIA,MACEO,Cultivo abandonado,2018,0.0,15873.62
5187,5,ANTIOQUIA,MURINDÓ,Cultivo intermintente,2018,0.0,11598.28
5188,5,ANTIOQUIA,MUTATÁ,Cultivo intermintente,2018,3.49,30847.88
5189,5,ANTIOQUIA,NARIÑO,Cultivo abandonado,2018,0.0,14158.56
5190,5,ANTIOQUIA,NECHÍ,Cultivo permanente,2018,708.03,31091.83
5191,5,ANTIOQUIA,NECOCLÍ,Cultivo abandonado,2018,0.0,60980.05
5192,5,ANTIOQUIA,PUERTO BERRÍO,Cultivo abandonado,2018,0.0,47216.37
5193,5,ANTIOQUIA,PUERTO NARE,Cultivo abandonado,2018,0.0,26738.5
5194,5,ANTIOQUIA,PUERTO TRIUNFO,Cultivo abandonado,2018,0.0,21109.65
5195,5,ANTIOQUIA,REMEDIOS,Cultivo permanente,2018,45.37,48665.41
5196,5,ANTIOQUIA,SABANALARGA,Cultivo abandonado,2018,0.0,14618.86
5197,5,ANTIOQUIA,SAN CARLOS,Cultivo intermintente,2018,0.0,39622.31
5198,5,ANTIOQUIA,SAN FRANCISCO,Cultivo permanente,2018,28.75,12741.4
5199,5,ANTIOQUIA,SAN LUIS,Cultivo permanente,2018,8.91,16366.34
5200,5,ANTIOQUIA,SAN PEDRO DE URABÁ,Cultivo intermintente,2018,2.66,42319.59
5201,5,ANTIOQUIA,SAN RAFAEL,Cultivo abandonado,2018,0.0,21441.15
5202,5,ANTIOQUIA,SAN ROQUE,Cultivo abandonado,2018,0.0,24792.37
5203,5,ANTIOQUIA,SANTA ROSA DE OSOS,Cultivo abandonado,2018,0.0,45406.87
5204,5,ANTIOQUIA,SEGOVIA,Cultivo permanente,2018,306.59,56274.12
5205,5,ANTIOQUIA,SONSÓN,Cultivo intermintente,2018,0.0,48122.52
5206,5,ANTIOQUIA,TARAZÁ,Cultivo permanente,2018,3728.41,37585.51
5207,5,ANTIOQUIA,TOLEDO,Cultivo emergente,2018,3.44,13832.83
5208,5,ANTIOQUIA,TURBO,Cultivo permanente,2018,56.84,242420.59
5209,5,ANTIOQUIA,URAMITA,Cultivo abandonado,2018,0.0,13227.9
5210,5,ANTIOQUIA,URRAO,Cultivo abandonado,2018,0.0,38688.07
5211,5,ANTIOQUIA,VALDIVIA,Cultivo permanente,2018,2623.54,24488.42
5212,5,ANTIOQUIA,VEGACHÍ,Cultivo intermintente,2018,42.29,20129.56
5213,5,ANTIOQUIA,VIGÍA DEL FUERTE,Cultivo intermintente,2018,0.0,14631.13
5214,5,ANTIOQUIA,YALÍ,Cultivo intermintente,2018,58.28,11067.56
5215,5,ANTIOQUIA,YARUMAL,Cultivo permanente,2018,87.63,45168.93
5216,5,ANTIOQUIA,YOLOMBÓ,Cultivo intermintente,2018,23.41,28808.08
5217,5,ANTIOQUIA,YONDÓ ,Cultivo intermintente,2018,6.5,58600.36
5218,5,ANTIOQUIA,ZARAGOZA,Cultivo permanente,2018,471.23,36093.59
5219,81,ARAUCA,ARAUQUITA,Cultivo intermintente,2018,7.44,52490.95
5220,81,ARAUCA,FORTUL,Cultivo abandonado,2018,0.0,23086.04
5221,81,ARAUCA,PUERTO RONDÓN,Cultivo abandonado,2018,0.0,11017.57
5222,81,ARAUCA,SARAVENA,Cultivo abandonado,2018,0.0,52196.78
5223,81,ARAUCA,TAME,Cultivo abandonado,2018,0.0,57804.8
5224,13,BOLÍVAR,ACHÍ,Cultivo permanente,2018,12.53,35831.63
5225,13,BOLÍVAR,ALTOS DEL ROSARIO,Cultivo intermintente,2018,0.0,15199.88
5226,13,BOLÍVAR,ARENAL,Cultivo permanente,2018,2.51,21018.59
5227,13,BOLÍVAR,BARRANCO DE LOBA,Cultivo intermintente,2018,0.0,14637.75
5228,13,BOLÍVAR,CANTAGALLO,Cultivo permanente,2018,728.93,24305.55
5229,13,BOLÍVAR,EL PEÑÓN,Cultivo abandonado,2018,0.0,13938.23
5230,13,BOLÍVAR,MONTECRISTO,Cultivo permanente,2018,716.53,16256.53
5231,13,BOLÍVAR,MORALES,Cultivo permanente,2018,234.16,20995.45
5232,13,BOLÍVAR,NOROSI,Cultivo permanente,2018,13.5,9272.24
5233,13,BOLÍVAR,RIOVIEJO,Cultivo permanente,2018,2.12,13575.74
5234,13,BOLÍVAR,SAN JACINTO DEL CAUCA,Cultivo permanente,2018,233.76,14700.75
5235,13,BOLÍVAR,SAN MARTÍN DE LOBA,Cultivo intermintente,2018,4.14,20275.51
5236,13,BOLÍVAR,SAN PABLO,Cultivo permanente,2018,3315.51,27535.77
5237,13,BOLÍVAR,SANTA ROSA DEL SUR,Cultivo permanente,2018,2009.22,34039.09
5238,13,BOLÍVAR,SIMITÍ,Cultivo permanente,2018,1206.26,25259.42
5239,13,BOLÍVAR,TIQUISIO ,Cultivo permanente,2018,134.51,23207.56
5240,15,BOYACÁ,COPER,Cultivo abandonado,2018,0.0,7275.04
5241,15,BOYACÁ,CUBARÁ,Cultivo abandonado,2018,0.0,11337.29
5242,15,BOYACÁ,LA VICTORIA,Cultivo abandonado,2018,0.0,3799.1
5243,15,BOYACÁ,MARIPÍ,Cultivo abandonado,2018,0.0,10321.93
5244,15,BOYACÁ,MUZO,Cultivo abandonado,2018,0.0,13851.2
5245,15,BOYACÁ,OTANCHE,Cultivo intermintente,2018,2.8,24004.58
5246,15,BOYACÁ,PAUNA,Cultivo abandonado,2018,0.0,12149.55
5247,15,BOYACÁ,PUERTO BOYACÁ,Cultivo permanente,2018,13.68,99173.68
5248,15,BOYACÁ,QUÍPAMA,Cultivo abandonado,2018,0.0,10759.94
5249,15,BOYACÁ,SAN PABLO DE BORBUR,Cultivo abandonado,2018,0.0,11532.96
5250,15,BOYACÁ,SANTA SOFÍA,Cultivo abandonado,2018,0.0,11060.58
5251,15,BOYACÁ,TUNUNGUÁ,Cultivo abandonado,2018,0.0,4626.81
5252,17,CALDAS,MANZANARES,Cultivo abandonado,2018,0.0,22277.75
5253,17,CALDAS,NORCASIA,Cultivo abandonado,2018,0.0,12615.79
5254,17,CALDAS,PENSILVANIA,Cultivo abandonado,2018,0.0,23047.12
5255,17,CALDAS,SAMANÁ,Cultivo abandonado,2018,0.0,24474.01
5256,17,CALDAS,VICTORIA,Cultivo abandonado,2018,0.0,17531.56
5257,18,CAQUETÁ,ALBANIA,Cultivo permanente,2018,61.92,7859.15
5258,18,CAQUETÁ,BELÉN DE LOS ANDAQUÍES,Cultivo intermintente,2018,303.88,14453.59
5259,18,CAQUETÁ,CARTAGENA DEL CHAIRÁ,Cultivo permanente,2018,1006.74,32942.81
5260,18,CAQUETÁ,CURILLO,Cultivo permanente,2018,342.83,12506.36
5261,18,CAQUETÁ,EL DONCELLO,Cultivo permanente,2018,413.36,27579.17
5262,18,CAQUETÁ,EL PAUJIL,Cultivo permanente,2018,704.08,18194.58
5263,18,CAQUETÁ,FLORENCIA,Cultivo permanente,2018,267.99,287545.69
5264,18,CAQUETÁ,MILÁN,Cultivo permanente,2018,1226.44,15783.49
5265,18,CAQUETÁ,MONTAÑITA,Cultivo permanente,2018,2989.69,21040.16
5266,18,CAQUETÁ,MORELIA,Cultivo intermintente,2018,21.04,6452.12
5267,18,CAQUETÁ,PUERTO RICO,Cultivo permanente,2018,1454.45,27498.76
5268,18,CAQUETÁ,SAN JOSÉ DEL FRAGUA,Cultivo permanente,2018,1592.82,16166.12
5269,18,CAQUETÁ,SAN VICENTE DEL CAGUÁN,Cultivo permanente,2018,264.01,54563.13
5270,18,CAQUETÁ,SOLANO,Cultivo permanente,2018,825.37,17211.14
5271,18,CAQUETÁ,SOLITA,Cultivo permanente,2018,55.15,10170.05
5272,18,CAQUETÁ,VALPARAÍSO,Cultivo permanente,2018,231.95,8543.9
5273,19,CAUCA,ALMAGUER,Cultivo abandonado,2018,0.0,21724.27
5274,19,CAUCA,ARGELIA,Cultivo permanente,2018,2369.96,34485.72
5275,19,CAUCA,BALBOA,Cultivo permanente,2018,198.37,24428.6
5276,19,CAUCA,BOLÍVAR,Cultivo permanente,2018,15.9,42419.27
5277,19,CAUCA,BUENOS AIRES,Cultivo intermintente,2018,125.74,22811.24
5278,19,CAUCA,CAJIBÍO,Cultivo intermintente,2018,323.07,39557.4
5279,19,CAUCA,CALDONO,Cultivo emergente,2018,0.0,35678.27
5280,19,CAUCA,CALOTO,Cultivo intermintente,2018,1.6,33094.18
5281,19,CAUCA,CORINTO,Cultivo intermintente,2018,10.54,27999.95
5282,19,CAUCA,EL TAMBO,Cultivo permanente,2018,7242.99,49990.27
5283,19,CAUCA,FLORENCIA,Cultivo abandonado,2018,0.0,9812.13
5284,19,CAUCA,GUAPI,Cultivo permanente,2018,678.57,33961.82
5285,19,CAUCA,JAMBALÓ,Cultivo emergente,2018,0.0,20767.22
5286,19,CAUCA,LA SIERRA,Cultivo abandonado,2018,0.0,15902.62
5287,19,CAUCA,LA VEGA,Cultivo abandonado,2018,0.0,26031.2
5288,19,CAUCA,LÓPEZ,Cultivo permanente,2018,1319.76,16044.26
5289,19,CAUCA,MERCADERES,Cultivo intermintente,2018,25.14,20362.39
5290,19,CAUCA,MIRANDA,Cultivo intermintente,2018,2.27,38627.15
5291,19,CAUCA,MORALES,Cultivo permanente,2018,309.79,33189.01
5292,19,CAUCA,PATÍA  ,Cultivo permanente,2018,405.01,34078.98
